id,region,event,city,county,name,property,people,description,background,process,follow,vertify,anecdote,latitude,longitude,ls_id,period_order
111,重庆,钓鱼城之战（宋元战争）,合川区,,钓鱼城之战（宋元战争）,军事围城战,蒙哥汗、王坚,1259年蒙古大汗蒙哥亲率大军围攻合州钓鱼城（今重庆合川），遭宋军顽强抵抗。,蒙哥为灭南宋实施「斡腹之谋」，欲先取四川再顺江东下。,蒙古军围城五月，使用云梯、火炮等器械强攻未果，蒙哥汗重伤身亡（一说病死）。,导致蒙古第三次西征中止，忽必烈与阿里不哥爆发汗位之争；钓鱼城坚守至1279年方降。,《元史·宪宗纪》称蒙哥「崩于钓鱼山」，但波斯史料《史集》记载中流矢而亡，死因存疑。,钓鱼城军民以「鱼中藏信」与外界联络，现存「飞舄楼」传为王坚指挥部。,30.282671,106.10233,111,4
112,甘肃,忽必烈与阿里不哥争位战争（河西战役）,张掖市,,忽必烈与阿里不哥争位战争（河西战役）,汗位争夺战,忽必烈、阿里不哥,1260null1264年汗位争夺期间，两军在河西走廊（今甘肃张掖至武威）多次交战。,阿里不哥控制漠北，派阿蓝答儿南下夺取陇右。,忽必烈命汪良臣率军驻守甘州（张掖），1261年大败阿蓝答儿于山丹耀碑谷，斩首三千。,巩固忽必烈对河西走廊控制，保障西域与中原通道。,《元史·世祖纪》载「诸王阿蓝答儿举兵犯关陇」，但具体战役地点存在山丹与永昌两地之说。,当地传说汪良臣用「牦牛阵」破敌，实为后世民间附会。,38.508199,100.428219,112,4
113,四川,元军克成都（宋元战争）,成都市,,元军克成都（宋元战争）,城市攻防战,纽璘、刘整,1258年蒙古将领纽璘攻破成都，建立四川行省雏形。,蒙哥实施「先取全蜀」战略，切断南宋长江上游防线。,纽璘绕过钓鱼城直插川西，在成都平原击败宋将蒲择之，实施「因粮于敌」策略。,成都成为元军经营西南基地，1276年正式设立四川行中书省。,《元史·纽璘传》称「获宋制置使蒲择之」，但《宋史》未载蒲择之被俘，存记载矛盾。,刘整在此战后降元，后提出「先取襄阳，浮汉入江」灭宋战略。,30.568437,104.529473,113,4
114,甘肃,沈儿峪之战（徐达北伐）,定西市,,沈儿峪之战（徐达北伐）,北伐关键战役,徐达、王保保（扩廓帖木儿）,1370年明将徐达在沈儿峪（今甘肃定西）大败元将王保保，歼灭元军主力。,明军为彻底肃清西北元军残余势力，巩固新政权。,徐达采取深沟高垒战术，切断元军粮道，激战后俘获元军文武官员1865人，士卒8.4万。,元朝在西北的统治瓦解，明朝控制陇右；王保保仅率数骑逃亡和林。,《明太祖实录》载斩获数或有夸大，但出土元军铜印（现藏定西博物馆）证实战役规模。,当地民间传说徐达用「风筝传信」联络援军，实为后世附会。,35.774461,104.870988,114,5
116,甘肃,洮州卫设立（明朝治藏）,甘南州,,洮州卫设立（明朝治藏）,边疆治理措施,沐英,1379年明将沐英建洮州卫（今甘肃临潭），作为经略藏区的战略支点。,实施「多封众建」政策，确立对乌思藏（西藏）的间接统治。,修筑卫城，驻军5600人，开设茶马司，通过「朝贡互市」维系藏区各派。,成为明代汉藏交流枢纽，现存明代《敕谕洮州卫碑》记载茶马贸易细则。,藏文史料《汉藏史集》称洮州为「汉藏金桥」，但具体建卫时间有1378与1379年两说。,洮州卫城隍庙供奉明代将领李文忠，藏传佛教寺院同时供奉朱元璋画像。,35.105858,102.421179,116,5
117,四川,月鲁帖木儿之乱（蓝玉案关联）,凉山彝族自治州,,月鲁帖木儿之乱（蓝玉案关联）,边疆叛乱与政治清洗,蓝玉、月鲁帖木儿,1391年元朝旧臣月鲁帖木儿在建昌（今四川西昌）叛乱，蓝玉率军镇压。,明初西南土司势力反复，蓝玉借此积累军功。,蓝玉采取「剿抚并用」策略，生擒月鲁帖木儿，但其在1393年因蓝玉案被牵连诛杀。,建昌六卫设立，成为控制川滇要冲；此战功绩成为蓝玉「谋反」嫌疑的资本。,《明史·蓝玉传》称「玉有异志」，但凉山彝族传说认为月鲁帖木儿系被诬陷。,西昌泸山光福寺现存明代《月鲁帖木儿就擒图》碑刻，为罕见明代军事纪实艺术。,27.235621,102.89338,117,5
118,陕西,固原盗乱,固原市,,固原盗乱,兵变民乱,满俊（满四）,成化四年（1468年），蒙古降人满俊在固原石城聚众起义，自称招贤王，屡败明军，震动西北。,明朝对西北少数民族政策失当，土地兼并严重。,起义军据石城天险坚守，明廷调集京营与边军八万余人，经大小三百余战方平定。,明廷设固原卫加强防御，成为“九边”重镇之一。,《明宪宗实录》载斩首七千六百级，但现代研究认为含大量平民。,石城遗址今存，当地称“西吉火石寨”,35.34496,106.402548,118,5
119,四川,川蜀盗乱（鄢本恕、蓝廷瑞之乱）,成都市,,川蜀盗乱（鄢本恕、蓝廷瑞之乱）,农民起义,鄢本恕、蓝廷瑞,正德四年至九年（1509null1514年），流民首领鄢、蓝聚众十万，活动于川陕鄂交界，波及三十余州县。,荆襄流民涌入四川，地方治理失效。,义军建“刮地王”“扫地王”等称号，采用流动作战，明廷调三省兵力围剿。,促成明朝设立郧阳巡抚，专治三省交界流民问题。,《明武宗实录》称“流贼百万”系夸大，实际核心武装约三万。,传说起义军使用“木鹅”测试河道深浅，发明特殊水战器械,30.568437,104.529473,119,5
120,陕西,河套之议,榆林市,,河套之议,边防战略争论,曾铣、夏言、严嵩,嘉靖二十五年至二十七年（1546null1548年），围绕是否收复河套地区（今陕西北部及内蒙古南部）展开朝堂争论。,蒙古俺答部占据河套，威胁陕西三边。,三边总督曾铣提出《收复河套议》，首辅夏言支持，后被严嵩构陷致死。,明朝放弃河套经略，陕西边防压力持续加重。,曾铣所奏《边务十八事》原件存台北故宫博物院。,传说曾铣发明“慢炮”（定时炸弹原型）御敌,38.016681,110.483356,120,5
121,甘肃,九边建制·甘肃镇,张掖市,,九边建制·甘肃镇,军事防御体系,杨一清,弘治至嘉靖年间，甘肃镇（驻甘州，今张掖）作为九边最西端，统辖长城防线西南起自兰州，东北至镇番卫（今民勤）。,防御蒙古瓦剌、吐鲁番侵袭，护卫丝绸之路。,修筑边墙（长城）八百余里，设关堡72处，驻军最高达九万余人。,万历年间吐鲁番攻陷哈密，甘肃镇防御压力剧增。,现存山丹汉明长城博物馆展示明代夯土长城遗存。,张掖钟鼓楼四门匾额“九边锁钥”“河西重镇”为明代遗存,38.508199,100.428219,121,5
122,陕西,王二起义,白水县,,王二起义,农民起义,王二,天启七年（1627年），陕西白水县农民王二率数百人起义，杀知县，开仓济贫，揭开明末农民战争序幕。,陕西连年灾荒，官府苛征辽饷，民不聊生。,义军以黄龙山为据点，劫富济贫，屡败官军，后与高迎祥等部汇合。,起义迅速蔓延至陕西全境，成为明末农民大起义的导火索。,起义具体时间有1627年与1628年两说，《明史·流贼传》记为崇祯元年（1628年），但地方志多载天启七年:cite[5]。,传说王二以'谁敢杀张斗耀'为号，聚众起义,35.177436,109.412487,122,5
123,重庆,播州之役,綦江区,,播州之役,平叛战争,杨应龙、李化龙,万历二十七年至二十八年（1599null1600年），明朝平定播州土司杨应龙叛乱，战事波及川黔渝交界地区。,杨应龙长期割据播州（今贵州遵义），屡次侵扰周边，明廷积怨已久。,明军分八路围攻，攻破海龙屯要塞，杨应龙自焚而死。,播州改土归流，分设遵义、平越二府，重庆綦江等地驻军加强防务。,海龙屯遗址考古发现证实战役惨烈，但明军伤亡人数《明史》所载'斩级二万余'存疑:cite[5]。,綦江民间传说杨应龙女儿率残部退守古剑山，化为'女将岩',28.795011,106.624349,123,5
124,四川,奢安之乱,泸州市,,奢安之乱,土司叛乱,奢崇明、安邦彦,天启元年至崇祯三年（1621null1630年），四川永宁宣抚使奢崇明与贵州水西土司安邦彦联合反明，围攻成都、贵阳。,明廷征调土司兵援辽引发不满，土司势力与中央矛盾激化。,奢崇明假称援辽率军占据重庆，建'大梁'政权；安邦彦响应围攻贵阳百余日。,明廷耗时九年平定，西南土司势力遭重创，为后续改土归流铺路。,《明史》称奢崇明'僭号大梁'，但出土文物未见年号，可能系官方污名化:cite[5]。,重庆佛图关现存明代炮台遗址，传为秦良玉抗击奢军所筑,28.78011,105.37586,124,5
125,陕西,李自成起义,米脂县,,李自成起义,农民起义,李自成,崇祯三年（1630年），李自成在陕西米脂参加起义，后提出'均田免赋'纲领，1644年攻入北京推翻明朝。,陕西饥荒与加派三饷导致民变四起。,自成军转战陕豫，克洛阳杀福王，建立大顺政权，最终由陕入京。,清军入关后，李自成败退陕西，顺治二年（1645年）在湖北九宫山遇害。,李自成死亡地点存在湖北通山、湖南石门等多说，通山说为学界主流:cite[5]。,米脂李继迁寨现存传说为李自成祖居地,37.775718,109.923049,125,5
126,四川,张献忠起义,成都市,,张献忠起义,农民起义,张献忠,崇祯三年（1630年），张献忠在陕西起兵，后转战四川，1644年在成都建大西政权，年号大顺。,明末社会矛盾激化，农民军流动作战入川。,献忠军克襄阳、武昌，1644年破成都，实施'屠蜀'政策（存争议）。,清军入川后，张献忠战死西充凤凰山，余部联明抗清。,'屠蜀'说见于《明史》，但近年考古发现成都城区未现大规模同期尸骨层，屠杀规模存疑:cite[5]:cite[7]。,成都望江楼传说为张献忠沉银处，2017年彭山江口考古出水金银印证此说,30.568437,104.529473,126,5
127,甘肃,甘州兵变,张掖市,,甘州兵变,军事叛乱,米喇印、丁国栋,顺治五年（1648年），甘州副将米喇印率回汉士兵反清，杀甘肃巡抚张文衡，控制河西走廊。,清廷强推剃发令，激化西北民族矛盾。,义军联合回、汉、蒙各族，一度东进兰州，后遭清军镇压。,标志明末清初西北反清斗争高潮，余部坚持至1650年。,传统史书称'回乱'，现代研究强调其反清复明性质:cite[4]。,张掖大佛寺藏经阁曾为义军指挥部，墙壁留弹痕,38.508199,100.428219,127,5
128,重庆,夔东十三家抗清,巫山县,,夔东十三家抗清,军事抵抗联盟,刘体纯、李来亨,清顺治至康熙初年（1646null1663年），以川鄂边区（今重庆巫山、奉节及湖北兴山等地）为根据地的南明余部与农民军联合抗清，形成'夔东十三家'，依托险峻山地长期抵抗。,南明政权崩溃后，李自成余部与南明将领联合，在夔东山区建立抗清基地。,利用茅麓山等地形构筑防御体系，推行屯田自给，多次击退清军围剿。1662年清廷调集川、陕、湖广三省兵力围困，最终在茅麓山决战中覆灭:cite[4]。,抗清势力彻底瓦解，清廷加强川东控制，但夔东抵抗成为明末清初最持久的反清斗争之一。,关于'十三家'具体组成存在争议，《南明史》与地方志记载略有差异，部分成员身份存疑。,民间传说李来亨自焚前高呼'宁作明朝鬼，不为清廷臣'，但正史无载。,31.047214,110.083199,128,5
130,四川,大小金川之役,阿坝藏族羌族自治州,,大小金川之役,边疆土司平叛战争,乾隆帝、莎罗奔（大金川）、索诺木（小金川）、傅恒、岳钟琪,1747null1776年清朝对川西藏区大、小金川土司发动的两次大规模征讨，涉及今四川阿坝州金川县、小金县。,土司间相互攻伐破坏边疆稳定，清朝试图推行改土归流。,首次战役（1747null1749）因地形复杂久攻不下，以和谈告终；第二次战役（1771null1776）动用60万兵力，采用碉堡战术层层推进，最终破刮耳崖（今金川县安宁镇）灭土司。,设懋功厅直接管辖，驻军屯田；耗费白银7000万两，成为清朝由盛转衰标志之一。,《平定两金川方略》详载战事，但清军伤亡数字（3万余人）或有隐瞒，藏文史料《金川纪事》称双方死亡超10万。,北京香山碉楼为训练攻碉所建，现存67座；金川民歌《刮耳崖》传唱战事惨烈。,31.0794,102.509664,130,5
132,甘肃,平定准噶尔（甘肃段）,酒泉市,,平定准噶尔（甘肃段）,西北边疆战役,乾隆帝、兆惠,1755null1759年清军经甘肃肃州（今酒泉）西征准噶尔，河西走廊成为重要后勤基地。,准噶尔部威胁西北边疆，控制丝绸之路贸易。,在酒泉设军需总库，年转运粮草50万石；1758年兆惠率军出嘉峪关征讨大小和卓。,设伊犁将军管辖新疆，甘肃布政使年增协饷银120万两。,《钦定皇舆西域图志》载「肃州驼马场畜驼四千，马二万」；但民间碑刻显示实际征用民驼超万峰。,酒泉鼓楼西壁现存「西陲保障」匾额，为乾隆西征所题。,40.179894,94.76792,132,5
134,陕西,陕西回民起义,西安市,,陕西回民起义,民族宗教冲突与反清起义,白彦虎、多隆阿、左宗棠,1862null1873年陕西回民因民族矛盾激化发动起义，波及整个关中地区。,太平天国运动削弱清廷控制，汉回土地纠纷与团练压迫导致冲突升级。,华州圣山村事件触发起义，回民军控制渭南、凤翔等地；清廷派多隆阿镇压，采取「剿抚并用」；左宗棠最终将残余势力驱逐至俄国（今哈萨克斯坦）。,陕西人口锐减约60%，关中「十室九空」；促成左宗棠「徙回置汉」政策。,死亡人数争议极大，《秦难见闻记》称死者超500万，现代研究估算约200万。,西安化觉巷清真大寺因回民保护得以保存，现存左宗棠「派兵护寺」手谕。,34.113209,108.617168,134,5
135,四川,保路运动,成都市,,保路运动,民众维权与革命导火索,蒲殿俊、罗纶、赵尔丰,1911年四川民众反对铁路国有化政策，成都爆发大规模抗议。,清廷强行收回川汉铁路筑路权，损害川民股权利益。,成都成立保路同志会，聚众数万请愿；赵尔丰制造「成都血案」，引发全川武装暴动；清军鄂军西调导致武昌空虚。,直接促成武昌起义，重庆于11月22日宣布独立。,「水电报」木牌确沿岷江漂流至乐山，现存实物藏于四川博物院。,荣县于1911年9月25日早于武昌宣布独立，为全国首个脱离清廷的县。,30.568437,104.529473,135,5
136,甘肃,左宗棠戡定新疆（甘肃后勤）,酒泉市,,左宗棠戡定新疆（甘肃后勤）,边疆收复战争后勤保障,左宗棠,1876null1878年左宗棠以肃州（今酒泉）为基地筹备西征，保障收复新疆的后勤。,阿古柏侵占新疆，俄国强占伊犁，西北边防危机。,在酒泉设「兰州制造局」仿造洋炮，开辟河西屯田区，采「缓进急战」策略；通过「甘新大道」运输军粮5000万斤。,1880年建酒泉「左公柳」行道树体系，现存古树153棵；促成新疆建省。,《左文襄公全集》载「用兵西北，首重粮运」，但实际粮耗占军费70%引发朝野争议。,左宗棠西征大营帐幕现存酒泉博物馆，为中国现存最大清代军用帐篷。,40.179894,94.76792,136,5
137,重庆,重庆开埠,渝中区,,重庆开埠,被迫开放通商口岸,李鸿章、英国领事,1891年根据《烟台条约续增专条》，重庆正式开放为通商口岸。,英国为打开西南市场，利用马嘉理案迫使清廷让步。,设立海关，南岸王家沱划为日租界；英美商行建货栈于朝天门。,四川土货出口增3倍，但冲击传统手工行业；加速长江航运近代化。,《重庆海关十年报告》称开埠首年进出口总值仅37万海关两，发展速度低于预期。,重庆现存最早西式建筑——英国领事馆（现重庆市外事办）建于1896年。,29.556808,106.563288,137,5
138,陕西,秦霸西戎,,,秦霸西戎,军事扩张,秦穆公、由余,秦国征服西戎诸部，成为西方霸主。,秦穆公继位后（前659年），欲突破崤函东进受阻，转而西向发展。,前623年，采用戎人由余策略，先后灭绵诸（今甘肃天水）、绲戎（陇东）、翟（陕西西部）等十二国，《史记》称“益国十二，开地千里”。,控制陇山东西通道，但未改变中原诸侯视秦为戎狄的认知。,《史记·秦本纪》与《左传》文公三年记载矛盾（《左传》仅记“遂霸西戎”），西戎十二国名称见于《后汉书·西羌传》但系东汉追述（存疑）。,由余原为晋人后裔，秦穆公以“女乐二八”赠戎王使其怠政的计谋出自《韩非子·十过》，真实性存疑。,34.336074,108.710914,14,1
139,甘肃,秦霸西戎,,,秦霸西戎,军事扩张,秦穆公、由余,秦国征服西戎诸部，成为西方霸主。,秦穆公继位后（前659年），欲突破崤函东进受阻，转而西向发展。,前623年，采用戎人由余策略，先后灭绵诸（今甘肃天水）、绲戎（陇东）、翟（陕西西部）等十二国，《史记》称“益国十二，开地千里”。,控制陇山东西通道，但未改变中原诸侯视秦为戎狄的认知。,《史记·秦本纪》与《左传》文公三年记载矛盾（《左传》仅记“遂霸西戎”），西戎十二国名称见于《后汉书·西羌传》但系东汉追述（存疑）。,由余原为晋人后裔，秦穆公以“女乐二八”赠戎王使其怠政的计谋出自《韩非子·十过》，真实性存疑。,38.508199,100.428219,14,1
140,四川,秦灭巴蜀,成都市,,秦灭巴蜀,军事征服,秦惠文王、司马错、张仪,秦国吞并巴国与蜀国，设立巴郡与蜀郡。,巴蜀内乱（苴蜀相攻），秦为获取“天府之国”资源并消除侧翼威胁。,前316年，司马错力排张仪伐韩之议，率军经金牛道灭蜀，同年乘势灭巴。,成都平原成为秦国粮仓，为东出提供战略支撑；重庆成巴郡治所。,《史记·张仪列传》与《华阳国志》互证，成都商业街船棺葬群（战国蜀王族墓）佐证政权更迭。,石牛便金传说（蜀王贪图秦国石牛排泄黄金而开道）见于《蜀王本纪》，但无考古证据。,30.568437,104.529473,17,1
141,重庆,秦灭巴蜀,重庆市,,秦灭巴蜀,军事征服,秦惠文王、司马错、张仪,秦国吞并巴国与蜀国，设立巴郡与蜀郡。,巴蜀内乱（苴蜀相攻），秦为获取“天府之国”资源并消除侧翼威胁。,前316年，司马错力排张仪伐韩之议，率军经金牛道灭蜀，同年乘势灭巴。,成都平原成为秦国粮仓，为东出提供战略支撑；重庆成巴郡治所。,《史记·张仪列传》与《华阳国志》互证，成都商业街船棺葬群（战国蜀王族墓）佐证政权更迭。,石牛便金传说（蜀王贪图秦国石牛排泄黄金而开道）见于《蜀王本纪》，但无考古证据。,29.556808,106.563288,17,1
142,甘肃,万里长城（秦长城）,,,万里长城（秦长城）,军事防御工程,秦始皇、蒙恬,连接并扩建战国秦、赵、燕长城，西起临洮（今甘肃岷县），东至辽东。,北击匈奴后为巩固边防，避免分段戍守的消耗。,前214年，蒙恬率军三十万，「因地形，用制险塞」，甘肃段沿用战国秦长城基础。,汉代继续沿用修缮；今甘肃临洮、陕西榆林仍有秦长城遗址。,《史记·蒙恬列传》明确记载，但「西起临洮」具体位置有甘肃岷县与临洮县两种说法争议。,民间传说「孟姜女哭长城」原型为春秋齐国杞梁妻故事，与秦长城无直接关联。,38.508199,100.428219,21,2
143,陕西,万里长城（秦长城）,,,万里长城（秦长城）,军事防御工程,秦始皇、蒙恬,连接并扩建战国秦、赵、燕长城，西起临洮（今甘肃岷县），东至辽东。,北击匈奴后为巩固边防，避免分段戍守的消耗。,前214年，蒙恬率军三十万，「因地形，用制险塞」，甘肃段沿用战国秦长城基础。,汉代继续沿用修缮；今甘肃临洮、陕西榆林仍有秦长城遗址。,《史记·蒙恬列传》明确记载，但「西起临洮」具体位置有甘肃岷县与临洮县两种说法争议。,民间传说「孟姜女哭长城」原型为春秋齐国杞梁妻故事，与秦长城无直接关联。,34.336074,108.710914,21,2
144,四川,郡县制,,,郡县制,行政区划改革,秦始皇,在征服巴蜀后设巴郡（今重庆）、蜀郡（今成都），推行中央集权管理。,前316年秦灭巴蜀后逐步消化，至始皇时全面推行郡县制。,废除巴蜀旧贵族统治，设郡守、县尉等流官，实施《秦律》与户籍制度。,奠定四川盆地行政框架，汉代延续并细分郡县。,《华阳国志》详载巴蜀建制沿革，但秦代基层治理细节因文献缺失存在研究空白。,秦昭襄王时期李冰修都江堰，为蜀郡治理重要基础，但属秦统一前举措。,28.326742,104.557271,22,2
145,重庆,郡县制,,,郡县制,行政区划改革,秦始皇,在征服巴蜀后设巴郡（今重庆）、蜀郡（今成都），推行中央集权管理。,前316年秦灭巴蜀后逐步消化，至始皇时全面推行郡县制。,废除巴蜀旧贵族统治，设郡守、县尉等流官，实施《秦律》与户籍制度。,奠定四川盆地行政框架，汉代延续并细分郡县。,《华阳国志》详载巴蜀建制沿革，但秦代基层治理细节因文献缺失存在研究空白。,秦昭襄王时期李冰修都江堰，为蜀郡治理重要基础，但属秦统一前举措。,29.556808,106.563288,22,2
146,甘肃,丝绸之路,,,丝绸之路,贸易与文化通道,汉武帝、张骞,以长安为起点，经甘肃河西走廊至西域的陆上贸易网络。,张骞通西域后，汉朝控制河西走廊并设立武威、张掖等郡。,商队从长安出发，沿渭河西行，经陇西郡（甘肃临洮）、敦煌出玉门关或阳关进入西域。,成为东西方交流主干道，佛教经此传入中原。,甘肃境内驿站遗址（如悬泉置）证实路线存在，但具体支线网络仍有学术争议。,罗马帝国称中国为「Seres」（丝国），丝绸贸易利润高达百倍。,38.508199,100.428219,29,2
147,陕西,丝绸之路,,,丝绸之路,贸易与文化通道,汉武帝、张骞,以长安为起点，经甘肃河西走廊至西域的陆上贸易网络。,张骞通西域后，汉朝控制河西走廊并设立武威、张掖等郡。,商队从长安出发，沿渭河西行，经陇西郡（甘肃临洮）、敦煌出玉门关或阳关进入西域。,成为东西方交流主干道，佛教经此传入中原。,甘肃境内驿站遗址（如悬泉置）证实路线存在，但具体支线网络仍有学术争议。,罗马帝国称中国为「Seres」（丝国），丝绸贸易利润高达百倍。,34.336074,108.710914,29,2
148,陕西,昭君出塞,,,昭君出塞,政治和亲,王昭君、呼韩邪单于,王昭君从长安出发，经北地郡（今甘肃庆阳）嫁匈奴单于。,汉元帝应呼韩邪单于请求实施和亲政策。,前33年，昭君出萧关（今宁夏固原），沿泾水北上进入匈奴领地。,维持汉匈和平数十年，「边城晏闭，牛马布野」。,出塞路线存在陕北直道与陇西通道两种说法，甘肃关联性存疑但可能涉及。,《后汉书》称昭君「乃请掖庭令求行」，主动请缨之说或为后世美化。,34.336074,108.710914,32,2
149,甘肃,昭君出塞,,,昭君出塞,政治和亲,王昭君、呼韩邪单于,王昭君从长安出发，经北地郡（今甘肃庆阳）嫁匈奴单于。,汉元帝应呼韩邪单于请求实施和亲政策。,前33年，昭君出萧关（今宁夏固原），沿泾水北上进入匈奴领地。,维持汉匈和平数十年，「边城晏闭，牛马布野」。,出塞路线存在陕北直道与陇西通道两种说法，甘肃关联性存疑但可能涉及。,《后汉书》称昭君「乃请掖庭令求行」，主动请缨之说或为后世美化。,38.508199,100.428219,32,2
150,四川,益州之战,成都市,,益州之战,割据政权更迭,刘备、刘璋,刘备入川夺取益州，建立蜀汉根基。,刘璋邀刘备助其对抗张鲁，后反目成仇。,212null214年，刘备从葭萌关（今四川广元）南下，围攻雒城（今四川广汉）一年，最终迫降成都。,刘备领益州牧，诸葛亮实施《蜀科》整顿吏治。,庞统中箭死于雒城为《三国志》确载，但「落凤坡」地名出自《三国演义》。,张飞义释严颜于江州（今重庆），加速蜀地平定。,30.568437,104.529473,40,2
151,重庆,益州之战,,,益州之战,割据政权更迭,刘备、刘璋,刘备入川夺取益州，建立蜀汉根基。,刘璋邀刘备助其对抗张鲁，后反目成仇。,212null214年，刘备从葭萌关（今四川广元）南下，围攻雒城（今四川广汉）一年，最终迫降成都。,刘备领益州牧，诸葛亮实施《蜀科》整顿吏治。,庞统中箭死于雒城为《三国志》确载，但「落凤坡」地名出自《三国演义》。,张飞义释严颜于江州（今重庆），加速蜀地平定。,29.556808,106.563288,40,2
152,陕西,齐万年起兵（氐）,,,齐万年起兵（氐）,民族起义,齐万年、晋将周处,氐族齐万年在秦雍地区（今陕甘交界）称帝反晋，持续三年。,西晋迁徙氐羌至关中，加剧民族矛盾。,296年齐万年率众起兵，围歼晋军于六陌（今陕西乾县），击杀名将周处；299年晋军联合匈奴刘渊部镇压。,起义虽败，但加速「五胡乱华」进程。,《晋书·惠帝纪》称齐万年「僭帝号」，但具体建制无考。,周处「除三害」典故主角，在此战中因权臣陷害孤军战死。,34.336074,108.710914,43,2
153,甘肃,齐万年起兵（氐）,,,齐万年起兵（氐）,民族起义,齐万年、晋将周处,氐族齐万年在秦雍地区（今陕甘交界）称帝反晋，持续三年。,西晋迁徙氐羌至关中，加剧民族矛盾。,296年齐万年率众起兵，围歼晋军于六陌（今陕西乾县），击杀名将周处；299年晋军联合匈奴刘渊部镇压。,起义虽败，但加速「五胡乱华」进程。,《晋书·惠帝纪》称齐万年「僭帝号」，但具体建制无考。,周处「除三害」典故主角，在此战中因权臣陷害孤军战死。,38.508199,100.428219,43,2
154,陕西,关陇起义,,,关陇起义,军民联合起义,莫折念生、万俟丑奴,524null531年秦州（今甘肃天水）、泾州（今甘肃泾川）等地军民反抗北魏统治。,六镇之乱引发西北防务崩溃，关陇地区赋役加重。,莫折大提在秦州起兵，其子莫折念生称帝；万俟丑奴在泾州建立政权，最西攻至凉州（今甘肃武威）。,尔朱荣派尔朱天光镇压，起义加速北魏分裂。,《北史·魏本纪》与出土墓志记载存在时间差，起义具体结束时间存疑。,万俟丑奴年号「神兽」，出土「神兽元年」钱币佐证其政权存在。,34.336074,108.710914,60,2
155,甘肃,关陇起义,,,关陇起义,军民联合起义,莫折念生、万俟丑奴,524null531年秦州（今甘肃天水）、泾州（今甘肃泾川）等地军民反抗北魏统治。,六镇之乱引发西北防务崩溃，关陇地区赋役加重。,莫折大提在秦州起兵，其子莫折念生称帝；万俟丑奴在泾州建立政权，最西攻至凉州（今甘肃武威）。,尔朱荣派尔朱天光镇压，起义加速北魏分裂。,《北史·魏本纪》与出土墓志记载存在时间差，起义具体结束时间存疑。,万俟丑奴年号「神兽」，出土「神兽元年」钱币佐证其政权存在。,38.508199,100.428219,60,2
156,陕西,宋金川陕争夺战,宝鸡市,,宋金川陕争夺战,战略要地争夺战,吴玠、吴璘、完颜宗弼（金兀术）,1130null1141年宋金在川陕交界地带展开长期拉锯战，核心区域包括和尚原（陕西宝鸡）、仙人关（甘肃徽县）等要隘。,金军试图突破长江防线失败后，转向争夺川陕以迂回攻宋。,1131年和尚原之战，吴玠以「叠阵」战术大破金军；1134年仙人关之战，宋军利用地形筑「杀金坪」阻敌。,巩固南宋西部防线，确保四川粮赋安全输入江南。,《宋史·吴玠传》详载战役细节，但金方史料《金史》称「天会九年，宗弼攻和尚原，败绩」存在年份差异。,吴玠在战前与士兵歃血为盟：「玠兄弟宁死剑外，决不弃川陕一步！」,34.377266,107.15567,100,4
157,陕西,宋金川陕争夺战,汉中市,,宋金川陕争夺战,战略要地争夺战,吴玠、吴璘、完颜宗弼（金兀术）,1130null1141年宋金在川陕交界地带展开长期拉锯战，核心区域包括和尚原（陕西宝鸡）、仙人关（甘肃徽县）等要隘。,金军试图突破长江防线失败后，转向争夺川陕以迂回攻宋。,1131年和尚原之战，吴玠以「叠阵」战术大破金军；1134年仙人关之战，宋军利用地形筑「杀金坪」阻敌。,巩固南宋西部防线，确保四川粮赋安全输入江南。,《宋史·吴玠传》详载战役细节，但金方史料《金史》称「天会九年，宗弼攻和尚原，败绩」存在年份差异。,吴玠在战前与士兵歃血为盟：「玠兄弟宁死剑外，决不弃川陕一步！」,32.831217,106.252283,100,4
158,甘肃,宋金川陕争夺战,陇南市,,宋金川陕争夺战,战略要地争夺战,吴玠、吴璘、完颜宗弼（金兀术）,1130null1141年宋金在川陕交界地带展开长期拉锯战，核心区域包括和尚原（陕西宝鸡）、仙人关（甘肃徽县）等要隘。,金军试图突破长江防线失败后，转向争夺川陕以迂回攻宋。,1131年和尚原之战，吴玠以「叠阵」战术大破金军；1134年仙人关之战，宋军利用地形筑「杀金坪」阻敌。,巩固南宋西部防线，确保四川粮赋安全输入江南。,《宋史·吴玠传》详载战役细节，但金方史料《金史》称「天会九年，宗弼攻和尚原，败绩」存在年份差异。,吴玠在战前与士兵歃血为盟：「玠兄弟宁死剑外，决不弃川陕一步！」,34.045335,104.392723,100,4
159,四川,宋金川陕争夺战,,,宋金川陕争夺战,战略要地争夺战,吴玠、吴璘、完颜宗弼（金兀术）,1130null1141年宋金在川陕交界地带展开长期拉锯战，核心区域包括和尚原（陕西宝鸡）、仙人关（甘肃徽县）等要隘。,金军试图突破长江防线失败后，转向争夺川陕以迂回攻宋。,1131年和尚原之战，吴玠以「叠阵」战术大破金军；1134年仙人关之战，宋军利用地形筑「杀金坪」阻敌。,巩固南宋西部防线，确保四川粮赋安全输入江南。,《宋史·吴玠传》详载战役细节，但金方史料《金史》称「天会九年，宗弼攻和尚原，败绩」存在年份差异。,吴玠在战前与士兵歃血为盟：「玠兄弟宁死剑外，决不弃川陕一步！」,28.326742,104.557271,100,4
