id,region,event,author,dynasty,keyword,poemtype,poemid,authorid,province,city,county
4217,陕西,洋州寒食祭文,杨冠卿,南宋,,文,1280171,27897,陕西,汉中市,洋县
4218,陕西,王恭父出守洋州二首,袁说友,南宋,,古风,200942,31386,陕西,汉中市,洋县
4219,陕西,王恭父出守洋州二首,袁说友,南宋,,古风,200941,31386,陕西,汉中市,洋县
4220,陕西,跋临安府狱空奖谕诏碑,袁说友,南宋,,文,1281902,31386,陕西,汉中市,洋县
4221,陕西,乞置总首统辖金洋州归正人疏,赵汝愚,南宋,,文,1281657,32790,陕西,汉中市,洋县
4222,陕西,句,刘光祖,南宋,,句,85495,25170,陕西,汉中市,洋县
4223,陕西,游洋州崇法院,郑郧,南宋,,律诗,175271,33328,陕西,汉中市,洋县
4224,陕西,乞存恤兴元府洋州等处义士奏,崔渊,宋,,文,1258482,88991,陕西,汉中市,洋县
4225,陕西,后总,叶适,南宋,,文,1286015,25184,陕西,汉中市,洋县
3627,四川,文华阁待制杨公行状,楼钥,南宋,,文,1277477,28622,四川,广元市,昭化区
4228,陕西,放歌行,汪莘,南宋,,古风,132598,29074,陕西,汉中市,洋县
4229,陕西,应诏荐季衍等状,曹彦约,南宋,,文,1289394,27420,陕西,汉中市,洋县
4230,陕西,知洋州谢表,王叔简,南宋,,文,1284625,29521,陕西,汉中市,洋县
4231,陕西,满江红 知府丈宠教和蒋洋州乐府，蒋亦有书遗某，问所赠石君无 恙。辄次韵上呈，并以寄洋州也,李壁,南宋,,词,996230,27421,陕西,汉中市,洋县
4232,陕西,西京少年行,周端臣,南宋,,古风,166526,23994,陕西,汉中市,洋县
4233,陕西,言洋州沿边所置关隘事奏,王知新,南宋,,文,1285092,89517,陕西,汉中市,洋县
4234,陕西,乞移房州竹山县军马洋州屯驻奏,李思齐,南宋,,文,1278916,27538,陕西,汉中市,洋县
3639,陕西,颂古五十三首,释文礼,南宋,,偈颂,227457,34563,陕西,汉中市,洋县
6713,四川,回利路范运使启,孙应时,南宋,,文,1287896,25194,四川,绵阳市,梓潼县
4236,陕西,至左绵书怀呈荣州绵州二兄,魏了翁,南宋,,古风,253460,35522,陕西,汉中市,洋县
4237,陕西,奏论故军器监主簿游仲鸿绍熙末年建明宗社大计,魏了翁,南宋,,文,1297217,35522,陕西,汉中市,洋县
4238,陕西,答杨架阁书,魏了翁,南宋,,文,1297414,35522,陕西,汉中市,洋县
4239,陕西,洋州天庆观圣祖殿记,魏了翁,南宋,,文,1297961,35522,陕西,汉中市,洋县
7011,四川,过旧大名城有感,阎尔梅,明末清初,,律诗,1502318,56134,四川,绵阳市,游仙区
7012,四川,悼亡诗二十六首,王士禛,清,,绝句,910439,67238,四川,绵阳市,游仙区
4247,陕西,高稼叙朝散郎制,吴泳,南宋,,文,1300080,90160,陕西,汉中市,洋县
4248,陕西,请废饶风新县依旧为镇奏,许沆,宋,,文,1294751,32166,陕西,汉中市,洋县
4249,陕西,送洪承信儒发西上,王迈,南宋,,古风,71286,30426,陕西,汉中市,洋县
4250,陕西,谏议谢公泌墓记,周叔虎,南宋,,文,1295598,90110,陕西,汉中市,洋县
4251,陕西,西兴道间,陈起,宋,,绝句,157571,35011,陕西,汉中市,洋县
4252,陕西,竹园,白玉蟾,南宋,,绝句,82081,30520,陕西,汉中市,洋县
4253,陕西,钩锁连环经,白玉蟾,南宋,,文,1290641,30520,陕西,汉中市,洋县
4254,陕西,行路难,李龏,南宋,,古风,558025,28669,陕西,汉中市,洋县
4255,陕西,四月十二日进讲日记,徐元杰,南宋,,文,1309670,26398,陕西,汉中市,洋县
4256,陕西,琉璃炮灯,叶茵,南宋,,律诗,79726,25277,陕西,汉中市,洋县
4257,陕西,谢舜元以墨竹为赠,家铉翁,南宋,,古风,193650,25298,陕西,汉中市,洋县
4258,陕西,偈颂七十二首,释祖钦,宋末元初,,偈颂,236945,34589,陕西,汉中市,洋县
4267,陕西,偈颂六十七首,释原妙,宋末元初,,偈颂,237614,34599,陕西,汉中市,洋县
4268,陕西,盘圃张伯诚饷柑,艾性夫,宋末元初,,古风,83989,35941,陕西,汉中市,洋县
4269,陕西,仿郎士元宝刀塞上儿,赵秉文,金,,古风,473259,36907,陕西,汉中市,洋县
4259,陕西,代贺陈洋州启,李曾伯,宋,,文,1310912,27282,陕西,汉中市,洋县
6714,四川,代丘帅回潼川阎侍郎谢到任启,孙应时,南宋,,文,1287902,25194,四川,绵阳市,梓潼县
4261,陕西,黄金台,陈昌时,宋,,古风,156667,34832,陕西,汉中市,洋县
4262,陕西,歜节南司洲驿,张埴,南宋,,律诗,113867,25507,陕西,汉中市,洋县
4263,陕西,仙都山独峰大雪歌,陈仁玉,宋,,古风,153448,34646,陕西,汉中市,洋县
4264,陕西,法相习兄小室在黄金山下,释月涧,南宋,,绝句,559957,34595,陕西,汉中市,洋县
4265,陕西,宗门尊祖议,释志磐,宋,,文,1317312,26158,陕西,汉中市,洋县
4266,陕西,龚侯玉豹图,方回,宋末元初,,古风,63483,36800,陕西,汉中市,洋县
6715,四川,上傅寺丞论学粮劄,陈淳,南宋,,文,1290374,34892,四川,绵阳市,梓潼县
6716,四川,上亲庭寿,卫泾,南宋,,古风,56400,25205,四川,绵阳市,梓潼县
7013,四川,宿僧楼喜汾郡丞刘与襄先生至,吴雯,清,,律诗,913454,59788,四川,绵阳市,游仙区
4270,陕西,赠医者呼延生,段克己,金末,,古风,487156,37163,陕西,汉中市,洋县
4271,陕西,西江月,尹志平,金末元初,,词,256197,38614,陕西,汉中市,洋县
4272,陕西,满庭芳,侯善渊,金末元初,,词,262125,75690,陕西,汉中市,洋县
4273,陕西,杂著三首,元好问,金末元初,,绝句,475012,37610,陕西,汉中市,洋县
4274,陕西,洋州公宇读文与可苏东坡诗刻,魏初,元初,,绝句,393899,40978,陕西,汉中市,洋县
4275,陕西,安南即事,陈孚,元,,排律,481070,40866,陕西,汉中市,洋县
4276,陕西,黄金台,刘因,元初,,古风,475120,37969,陕西,汉中市,洋县
4277,陕西,题秋胡戏妻图,赵孟頫,元,,绝句,760760,40303,陕西,汉中市,洋县
4278,陕西,题洋州土神祠海棠,蒲道源,元,,绝句,477075,40310,陕西,汉中市,洋县
4279,陕西,甲戌和萧孚有见寿二首,刘诜,元,,律诗,482915,38073,陕西,汉中市,洋县
4280,陕西,庚午岁七月自城中归吉文故乡南岭谷平庐陵印山凡故旧多招饮者饮后辄援笔赋诗五七言律外得歌行九篇聊书以遣怀云尔,刘诜,元,,古风,1098262,38073,陕西,汉中市,洋县
4281,陕西,题金显宗墨竹,柳贯,元,,绝句,478100,39435,陕西,汉中市,洋县
4282,陕西,李员峤墨竹,虞集,元,,律诗,1335789,40386,陕西,汉中市,洋县
4283,陕西,题山庄所藏东坡画古木图,欧阳玄,元,,古风,478163,39472,陕西,汉中市,洋县
4284,陕西,拟白头吟,马祖常,元,,乐府曲辞,924700,41009,陕西,汉中市,洋县
4285,陕西,张仲敏钩勒风林,张雨,元,,绝句,393528,38859,陕西,汉中市,洋县
4286,陕西,茅山逢故人 句曲道中送友,张雨,元,,词,260351,38859,陕西,汉中市,洋县
4287,陕西,息斋墨竹,吴师道,元,,绝句,1335726,38217,陕西,汉中市,洋县
4288,陕西,十台怀古,吴师道,元,,古风,478700,38217,陕西,汉中市,洋县
4289,陕西,金宣孝太子墨竹,张翥,元,,古风,400127,38830,陕西,汉中市,洋县
4290,陕西,息斋竹石古木为会稽韩季博士题,张翥,元,,古风,400148,38830,陕西,汉中市,洋县
4291,陕西,昆山寺,张翥,元,,古风,400149,38830,陕西,汉中市,洋县
4292,陕西,归来乎,刘鹗,元,,古风,398419,38113,陕西,汉中市,洋县
4293,陕西,述感十五首,吴当,元,,律诗,403997,38390,陕西,汉中市,洋县
4294,陕西,武夷山,林泉生,元,,古风,485566,39672,陕西,汉中市,洋县
4295,陕西,鸳鸯湖上曲,黄玠,元,,古风,398153,41180,陕西,汉中市,洋县
4296,陕西,题云林竹图,王宥（山阴）,元,,绝句,818915,39846,陕西,汉中市,洋县
4297,陕西,和王守之断肠曲二首,桂元,元,,古风,766258,39439,陕西,汉中市,洋县
4298,陕西,赠写竹齐伯玉,陈镒,元,,古风,401391,40955,陕西,汉中市,洋县
4299,陕西,百香诗,郭居敬,元,,绝句,714556,40699,陕西,汉中市,洋县
4300,陕西,鸳鸯煞,佚名,元,,曲,931994,,陕西,汉中市,洋县
4301,陕西,仙方诗,无名氏,元,,绝句,577253,,陕西,汉中市,洋县
4302,陕西,郎亡金,张天英,元,,古风,485924,38735,陕西,汉中市,洋县
4303,陕西,绝句四首,彭炳,元,,绝句,485680,38863,陕西,汉中市,洋县
4304,陕西,题任月山画马,钱惟善,元,,绝句,1336243,40751,陕西,汉中市,洋县
4305,陕西,次韵寄断云法师,谢应芳,元末明初,,律诗,1386096,41508,陕西,汉中市,洋县
4306,陕西,城西美人歌,杨维桢,元末明初,,古风,297809,41279,陕西,汉中市,洋县
4307,陕西,贫妇谣,杨维桢,元末明初,,古风,261207,41279,陕西,汉中市,洋县
4308,陕西,画竹,倪瓒,元末明初,,六言诗,1335649,41241,陕西,汉中市,洋县
4374,陕西,句,崔觐,唐,,句,46329,21920,陕西,汉中市,城固县
4309,陕西,和曲江先生元夕寿伯翔翁作,邵亨贞,元末明初,,律诗,293628,41562,陕西,汉中市,洋县
4310,陕西,送友人从军兼呈谢君绩参军,郭钰,元末明初,,古风,254694,41579,陕西,汉中市,洋县
4311,陕西,俭德堂怀寄凡二十二首,王逢,元末明初,,律诗,1388445,41392,陕西,汉中市,洋县
4312,陕西,云山万重辞,王逢,元末明初,,古风,1388061,41392,陕西,汉中市,洋县
4313,陕西,题琴月楼,胡奎,元末明初,,古风,721518,41504,陕西,汉中市,洋县
4314,陕西,长平箭头歌,胡奎,元末明初,,古风,721577,41504,陕西,汉中市,洋县
4315,陕西,题金寿堂,胡奎,元末明初,,古风,721716,41504,陕西,汉中市,洋县
4316,陕西,秋胡词,胡奎,元末明初,,乐府曲辞,720935,41504,陕西,汉中市,洋县
4317,陕西,和拾得诗,僧梵琦,元末明初,,古风,1380307,41439,陕西,汉中市,洋县
4318,陕西,渔家傲,梵琦,元末明初,,词,254707,41439,陕西,汉中市,洋县
4319,陕西,白发吟,德祥,元末明初,,古风,725156,41371,陕西,汉中市,洋县
4320,陕西,再过江阴观镏琪写竹,汪广洋,元末明初,,绝句,717764,41450,陕西,汉中市,洋县
4321,陕西,再过江阴观镏琪写竹,汪广洋,元末明初,,绝句,1025353,41450,陕西,汉中市,洋县
4322,陕西,二美人图,凌云翰,元末明初,,古风,411389,41249,陕西,汉中市,洋县
4323,陕西,杂赋三首,汪睿,元末明初,,古风,1114066,41455,陕西,汉中市,洋县
4324,陕西,采桑女,胡布,元末明初,,古风,892885,40165,陕西,汉中市,洋县
4325,陕西,商调集贤宾,杨景贤,明初,,曲,934141,17493,陕西,汉中市,洋县
4326,陕西,送金秀才归侍,张羽,元末明初,,古风,294916,41636,陕西,汉中市,洋县
4327,陕西,题遵道墨竹歌,张羽,元末明初,,古风,465465,41636,陕西,汉中市,洋县
4328,陕西,哀钱塘,李昱,元末明初,,律诗,415642,41639,陕西,汉中市,洋县
4329,陕西,处女吟,李昱,元末明初,,古风,414284,41639,陕西,汉中市,洋县
4331,陕西,答自便叟薄酒萹效东坡体,李昱,元末明初,,古风,415640,41639,陕西,汉中市,洋县
4332,陕西,题赵希远画宋杭京万松金阙图,高启,元末明初,,古风,295372,50075,陕西,汉中市,洋县
4333,陕西,昭君叹,孙蕡,元末明初,,乐府曲辞,608030,44659,陕西,汉中市,洋县
4334,陕西,旗山梅赠古起之,黎贞,元末明初,,古风,608850,55902,陕西,汉中市,洋县
4335,陕西,赠友渔樵歌,高柄,明,,古风,772340,50080,陕西,汉中市,洋县
4336,陕西,题胡长史所藏风晴雨嫩墨竹四首,管讷,明,,律诗,414029,51743,陕西,汉中市,洋县
4337,陕西,咏菊八首,管讷,明,,绝句,414126,51743,陕西,汉中市,洋县
4338,陕西,采桑曲,董纪,明,,古风,719646,52371,陕西,汉中市,洋县
4339,陕西,送永嘉赵惟善之北京司仓,王绂,明,,古风,466779,49637,陕西,汉中市,洋县
4340,陕西,鸡鸣台,陈琏,明,,古风,609400,50129,陕西,汉中市,洋县
4375,陕西,奖隰州刺史许迁破敌诏,周太祖,后周,,文,1363083,14738,陕西,汉中市,城固县
4421,陕西,晓发通州望京阙作,王绂,明,,律诗,466938,49637,陕西,汉中市,城固县
4341,陕西,赐游西苑诗,杨荣,明,,古风,416721,47893,陕西,汉中市,洋县
4342,陕西,宿废普济寺,李昌祺,明,,律诗,291157,47482,陕西,汉中市,洋县
4343,陕西,赋宛平十景诗一十章送江弘德归新安,唐文凤,明,,古风,428469,44299,陕西,汉中市,洋县
3869,陕西,兴州出行,苏颋,唐,,律诗,33787,19372,陕西,汉中市,
3871,陕西,晓发兴州入陈平路,苏颋,唐,,排律,33847,19372,陕西,汉中市,
4344,陕西,与鲜于庶子泛汉江,岑参,唐,,律诗,22353,14000,陕西,汉中市,
4346,陕西,尚书念旧垂赐袍衣率题绝句献上以申感谢,岑参,唐,,绝句,22321,14000,陕西,汉中市,
4347,陕西,陪群公龙冈寺泛舟,岑参,唐,,排律,22541,14000,陕西,汉中市,
6717,四川,郪县灵护庙显佑顺泽王加康济二字制,卫泾,南宋,,文,1288585,25205,四川,绵阳市,梓潼县
3448,陕西,梁州对雨怀曲二秀才便呈曲大判官时疾赠余新诗,岑参,唐,,古风,22669,14000,陕西,汉中市,
4349,陕西,送纪奉礼之容州序,于邵,唐,,文,1368587,12657,陕西,汉中市,
4345,陕西,赴嘉州过城固县寻永安超禅师房,岑参,唐,,律诗,22416,14000,陕西,汉中市,城固县
4376,陕西,皇子元祐光禄大夫检校太保左卫上将军兼御史大夫上柱国信国公制,宋真宗,北宋,,文,1149789,29748,陕西,汉中市,城固县
3449,四川,与鲜于庶子自梓州成都少尹自褒城同行至利州道中作,岑参,唐,,古风,22552,14000,四川,广元市,利州区
3873,四川,白沙渡,杜甫,唐,,古风,31482,17270,四川,广元市,剑阁县
7014,四川,解佩令二首,史承谦,清,,词,755298,59082,四川,绵阳市,游仙区
4350,陕西,送杨倓南游序,于邵,唐,,文,1368620,12657,陕西,汉中市,
4351,陕西,饶州刺史赵郡李府君墓志铭,顾况,唐,,文,1370166,21659,陕西,汉中市,
4352,陕西,服?,吴筠,中唐,,文,1378066,13766,陕西,汉中市,
4353,陕西,赠权倕尚书礼部郎中敕,李适,中唐,,文,1361371,15265,陕西,汉中市,
4354,陕西,夜上西城听梁州曲二首,李益,中唐,,绝句,28261,15274,陕西,汉中市,
7015,四川,解佩令二首,史承谦,清,,词,755351,59082,四川,绵阳市,游仙区
4355,陕西,请放河中盐入兴元府等州奏,卢坦,中唐,,文,1370447,13416,陕西,汉中市,
4356,陕西,送郑仆射出节山南,孟郊,中唐,,古风,36113,14010,陕西,汉中市,
4357,陕西,释迦牟尼如来像赞,梁肃,中唐,,文,1370004,17626,陕西,汉中市,
4358,陕西,平朱泚后车驾还京大赦制,陆贽,中唐,,文,1369173,20898,陕西,汉中市,
4359,陕西,冬至大礼大赦制,陆贽,中唐,,文,1369175,20898,陕西,汉中市,
4360,陕西,贞元九年冬至大礼大赦制,陆贽,中唐,,文,1369176,20898,陕西,汉中市,
4377,陕西,贺四月旦表,刘筠,北宋,,文,1152265,23037,陕西,汉中市,城固县
3152,陕西,重优复兴元府及洋凤州百姓等诏,陆贽,中唐,,文,1369211,20898,陕西,汉中市,
6718,四川,灵佑瑞泽王加广济二字制,卫泾,南宋,,文,1288586,25205,四川,绵阳市,梓潼县
4362,陕西,兴元论解姜公辅状,陆贽,中唐,,文,1369275,20898,陕西,汉中市,
4363,陕西,兴元论请优奖曲环所领将士状,陆贽,中唐,,文,1369277,20898,陕西,汉中市,
4364,陕西,兴元论解萧复状,陆贽,中唐,,文,1369278,20898,陕西,汉中市,
4365,陕西,兴元论续从贼中赴行在官等状,陆贽,中唐,,文,1369280,20898,陕西,汉中市,
4366,陕西,命怀羌子王福,王莽,西汉末,,文,1339871,4727,陕西,汉中市,城固县
4367,陕西,仙人唐公房碑,阙名,汉,,文,1343805,,陕西,汉中市,城固县
4368,陕西,阎君谣,无名氏,汉,,四言诗,487719,,陕西,汉中市,城固县
4378,陕西,国语补音序,宋庠,北宋,,文,1155572,24786,陕西,汉中市,城固县
6719,四川,广安军岳池县灵济庙昭应孚惠利泽侯加忠靖二字诰,卫泾,南宋,,文,1288592,25205,四川,绵阳市,梓潼县
7016,四川,题魏城驿舍芭蕉,钱载,清,,律诗,977857,71942,四川,绵阳市,游仙区
4369,陕西,为文帝襄阳等四郡立佛寺诏,李德林,南北朝末隋初,,文,1359038,11833,陕西,汉中市,城固县
4370,陕西,石,李峤,唐初,,律诗,27343,15132,陕西,汉中市,城固县
4371,陕西,花萼楼赋,张甫,唐,,辞赋,1367850,100562,陕西,汉中市,城固县
2215,陕西,顺宗实录,韩愈,中唐,故道,文,1370740,21679,陕西,汉中市,城固县
4372,陕西,诸葛武侯庙记,吕温,中唐,,文,1371920,14605,陕西,汉中市,城固县
4373,陕西,授李愬山南东道节度使制,宪宗皇帝,中唐,,文,1361467,14614,陕西,汉中市,城固县
4379,陕西,崔觐诗,文同,北宋,,古风,60432,26313,陕西,汉中市,城固县
4380,陕西,请减五路城堡劄子,曾巩,北宋,,文,1172992,27305,陕西,汉中市,城固县
4381,陕西,奉和始平公忆东平,司马光,北宋,,律诗,80970,23461,陕西,汉中市,城固县
4382,陕西,朝奉郎守殿中丞前知兴元府成固县杨君墓志铭,王安石,北宋,,文,1176798,29874,陕西,汉中市,城固县
4383,陕西,依韵答吴殿丞应之见寄,强至,北宋,,古风,217800,25873,陕西,汉中市,城固县
4095,陕西,宋尚书司封员外郎充秘阁校理新知湖州文公墓志铭,范百禄,北宋,,文,1182041,29908,陕西,汉中市,城固县
4384,陕西,乞免韩存宝李楶陷主将之罪奏,王韶,北宋,,文,1182112,29907,陕西,汉中市,城固县
4385,陕西,万春圩图记,沈括,北宋,,文,1182632,28492,陕西,汉中市,城固县
4386,陕西,城固道中先寄,韦骧,北宋,,绝句,505943,34445,陕西,汉中市,城固县
4387,陕西,城固道中先寄,韦骧,北宋,,绝句,505944,34445,陕西,汉中市,城固县
4388,陕西,送程给事知越州,林希,北宋,,律诗,506570,28497,陕西,汉中市,城固县
4389,陕西,与米元章,苏轼,北宋,,文,1188156,29937,陕西,汉中市,城固县
4390,陕西,伯父墓表,苏辙,北宋,,文,1192328,29941,陕西,汉中市,城固县
4391,陕西,王梦锡集序,吕南公,北宋,,文,1198584,24939,陕西,汉中市,城固县
4392,陕西,泐潭准禅师行状,释惠洪,北宋,,文,1213542,33754,陕西,汉中市,城固县
4393,陕西,奏乞下刘锜李世辅进兵讨贼劄子,叶梦得,宋,,文,1216605,24994,陕西,汉中市,城固县
4394,陕西,资政殿学士张叔夜除签书枢密院制,孙觌,宋,,文,1223506,25005,陕西,汉中市,城固县
4395,陕西,与直院席舍人帖,孙觌,宋,,文,1224154,25005,陕西,汉中市,城固县
4396,陕西,将适台州,曾几,宋,,律诗,218522,27364,陕西,汉中市,城固县
4397,陕西,重建兜率寺记,罗汝楫,宋,,文,1236080,31023,陕西,汉中市,城固县
4417,陕西,望海因追庆迁都,李奎报,金,,绝句,1029605,26648,陕西,汉中市,城固县
4418,陕西,转大藏经消灾道场音赞诗,陈澕,金,,句,1035351,56375,陕西,汉中市,城固县
4422,陕西,用送陈士彦韵送张实之贰城固,傅圭,明,,律诗,767542,42483,陕西,汉中市,城固县
4398,陕西,谢赵待制举学官启,许翰,南宋,,文,1215553,32174,陕西,汉中市,城固县
4399,陕西,重建经纶阁记,徐度,宋,,文,1236808,26044,陕西,汉中市,城固县
4400,陕西,师安抚生日,晁公溯,宋,,排律,195783,26575,陕西,汉中市,城固县
4401,陕西,韩忠武王世忠中兴佐命定国元勋之碑,赵雄,南宋,,文,1267645,32927,陕西,汉中市,城固县
4402,陕西,少师保信军节度使魏国公致仕赠太保张公行状上之上,朱熹,南宋,,文,1271522,27404,陕西,汉中市,城固县
4403,陕西,西陲笔略,员兴宗,南宋,,文,1255431,23872,陕西,汉中市,城固县
4404,陕西,答何商霖书,薛季宣,南宋,,文,1273743,31376,陕西,汉中市,城固县
4406,陕西,问唐取民制兵建官,陆九渊,南宋,,文,1280559,34542,陕西,汉中市,城固县
6720,四川,神父严德威远显庆侯加昭灵二字诰,卫泾,南宋,,文,1288593,25205,四川,绵阳市,梓潼县
4419,陕西,岳鄂王墓木皆南向平江张师正知事命工图之为题一首,王逢,元末明初,,古风,1388112,41392,陕西,汉中市,城固县
4420,陕西,宿山海卫迁安驿。古长城之尾迁门镇也,权近,明,,律诗,1106742,47211,陕西,汉中市,城固县
6721,四川,曹少监诗序,程珌,南宋,,文,1291174,30777,四川,绵阳市,梓潼县
2644,甘肃,宋故和州防禦使提举台州崇道观安康郡开国侯食邑一千七百户食实封一百户杨公墓志铭,袁勃,南宋,褒斜道,文,1267722,89074,甘肃,陇南市,
6722,四川,魏城徐邑侯捐置学田记,范于进,南宋,,文,1290832,89835,四川,绵阳市,游仙区
4405,四川,馆职策,唐仲友,南宋,,文,1275017,25152,四川,绵阳市,平武县
4408,陕西,贽见利守唐德舆启,度正,南宋,,文,1292771,25224,陕西,汉中市,城固县
4409,陕西,城固县尉赵僎特转儒林郎制,洪咨夔,南宋,,文,1296034,29170,陕西,汉中市,城固县
4410,陕西,问正朔,魏了翁,南宋,,文,1297834,35522,陕西,汉中市,城固县
4241,陕西,知嘉定府宋君之源墓志铭,魏了翁,南宋,,文,1298039,35522,陕西,汉中市,城固县
4411,陕西,重修忠简宗公功德院碑记,岳珂,南宋,,文,1302937,25249,陕西,汉中市,城固县
4412,陕西,妙严院碑记,释道虞,南宋,,文,1293813,89952,陕西,汉中市,城固县
4413,陕西,回宣谕奏,李曾伯,宋,,文,1310810,27282,陕西,汉中市,城固县
4414,陕西,举将帅诏,王应麟,南宋,,文,1318038,29985,陕西,汉中市,城固县
4415,陕西,宋敕赐半塘寿圣院记,常楙,宋末元初,,文,1319014,24883,陕西,汉中市,城固县
4416,陕西,大藏经及消灾道场音赞诗。应制,李奎报,金,,律诗,1029558,26648,陕西,汉中市,城固县
4423,陕西,送张鹄举巡抚榆林,李濂,明,,律诗,287222,50862,陕西,汉中市,城固县
4424,陕西,鹤楼题名记,许宗鲁,明,,文,924195,50872,陕西,汉中市,城固县
4425,陕西,寄赵白楼总兵,杨爵,明,,律诗,468956,50890,陕西,汉中市,城固县
4426,陕西,张太史阳和奉使入楚，予觞之江楼，别去诗来，盖纪二日游也。予乃即景而赓其什,陈省,明,,古风,897792,759,陕西,汉中市,城固县
4427,陕西,杂诗二十首,张元凯,明,,古风,282139,45437,陕西,汉中市,城固县
4428,陕西,饮马长城窟行,申钦,明,,乐府曲辞,1430664,37904,陕西,汉中市,城固县
4429,陕西,从汉中东下至兴安,阎尔梅,明末清初,,律诗,1502723,56134,陕西,汉中市,城固县
4430,陕西,洪生世泰新有能诗声。自江都还谒。走笔次韵以赠,南龙翼,清,,律诗,1449395,75862,陕西,汉中市,城固县
4431,陕西,寿刘焕之,释今无,清初,,绝句,678854,53862,陕西,汉中市,城固县
4432,陕西,次李丈落齿歌,吴光运,清,,古风,1072208,75954,陕西,汉中市,城固县
4433,陕西,全韵诗上平声十五首,弘历,清,,律诗,989637,60041,陕西,汉中市,城固县
3754,陕西,陜西巡抚巴延三奏报麦收九分有馀诗以志慰,弘历,清,,律诗,1010576,60041,陕西,汉中市,城固县
4434,陕西,过锦州咏祖大寿事,弘历,清,,律诗,989938,60041,陕西,汉中市,城固县
4435,陕西,恭谒昭陵,弘历,清,,律诗,994101,60041,陕西,汉中市,城固县
4436,陕西,山海关咏事,弘历,清,,律诗,994173,60041,陕西,汉中市,城固县
4437,陕西,总督毕沅奏围攻当阳城贼情形诗以志事,弘历,清,,律诗,1014749,60041,陕西,汉中市,城固县
7017,四川,四川总督孙士毅报麦收九分诗以志慰,弘历,清,,律诗,1012972,60041,四川,绵阳市,游仙区
4439,陕西,渡黄河至徐州作,弘历,清,,排律,806486,60041,陕西,汉中市,城固县
4440,陕西,平定台湾联句,弘历,清,,排律,1010250,60041,陕西,汉中市,城固县
4441,陕西,平定苗疆联句,弘历,清,,排律,1014969,60041,陕西,汉中市,城固县
4442,陕西,小石城,弘历,清,,古风,795160,60041,陕西,汉中市,城固县
4443,陕西,进英莪门,弘历,清,,古风,795729,60041,陕西,汉中市,城固县
4485,陕西,西江行,张祜,唐,,古风,23828,15618,陕西,汉中市,城固县
4636,陕西,石门岩壁,黄鉴,宋,,绝句,215723,35807,陕西,汉中市,南郑区
4444,陕西,唐公房碑,翁方纲,清,,古风,1138650,68860,陕西,汉中市,城固县
4445,陕西,答友书来所问,黎简,清,,古风,1000820,74190,陕西,汉中市,城固县
7303,四川,晓晴,李白,盛唐,,律诗,25771,15188,四川,绵阳市,江油市
4447,陕西,题孟楷澄怀堂诗集后,舒位,清,,律诗,1327185,69137,陕西,汉中市,城固县
4448,陕西,灞桥感怀杨崇峰中丞,祁寯藻,清,,绝句,1322853,68342,陕西,汉中市,城固县
4449,陕西,次韵答董仙舟之城固令任,曾广钧,清末民国初,,律诗,714842,74527,陕西,汉中市,城固县
4450,陕西,次韵答董仙舟之城固令任,曾广钧,清末民国初,,律诗,714843,74527,陕西,汉中市,城固县
4451,陕西,东宁百咏,苏镜潭,清末至民国,,绝句,993197,74605,陕西,汉中市,城固县
4452,陕西,城固山中,杨圻,清末至民国,,律诗,972273,74572,陕西,汉中市,城固县
4453,陕西,城固县江上怀亲时由汉中旋里,杨圻,清末至民国,,绝句,277137,74572,陕西,汉中市,城固县
4454,陕西,临江仙 冯润琴自马鞍山来访余于北碚，不值，又追至重庆，投词为贽。和其韵，即送之赴城固,汪东,清末至现当代,,词,360547,74624,陕西,汉中市,城固县
4455,陕西,卢沟桥抗战纪事,王冷斋,清末至现当代,,绝句,687320,75036,陕西,汉中市,城固县
4456,陕西,恭和夫子大人留别榆林士民元韵即祈斧削四首,王景果,近现代,,律诗,737249,75051,陕西,汉中市,城固县
4457,陕西,柬王式儒教授城固兼寄孙药痴李涵础,郭风惠,近现代,,古风,327476,75297,陕西,汉中市,城固县
4458,陕西,论画绝句,潘天寿,现当代,,绝句,1102411,75043,陕西,汉中市,城固县
4459,陕西,天庆门,沙曾达,民国,,绝句,690642,75031,陕西,汉中市,城固县
4460,陕西,陈仓道中寄城固诸友,张北海,清末至现当代,,律诗,577393,74937,陕西,汉中市,城固县
4461,陕西,踏莎行 易均室在城固发见湖南诗人,章士钊,清末至现当代,,词,758947,75523,陕西,汉中市,城固县
4462,陕西,城固眺汉江同贡堂兄,邵祖平,现当代,,律诗,1392856,75546,陕西,汉中市,城固县
4463,陕西,五门堰同企霓返城固道中,邵祖平,现当代,,律诗,1392914,75546,陕西,汉中市,城固县
4486,陕西,投赠福建路罗中丞,陈陶,唐,,律诗,35051,21163,陕西,汉中市,城固县
4606,陕西,送王十至褒中因寄尚书,杜牧,唐,,律诗,32224,17274,陕西,汉中市,南郑区
4464,陕西,壮丁叹,邵祖平,现当代,,古风,1392909,75546,陕西,汉中市,城固县
4465,陕西,教授哀,邵祖平,现当代,,古风,1392911,75546,陕西,汉中市,城固县
4466,陕西,病榻自宽吟十四首,邵祖平,现当代,,古风,1393024,75546,陕西,汉中市,城固县
4467,陕西,兰陵王,顾学颉,现当代,,词,563235,75407,陕西,汉中市,城固县
4468,陕西,归途二首,聂绀弩,现当代,,律诗,620253,75416,陕西,汉中市,城固县
4469,陕西,汉中行草,蔡淑萍,当代,,绝句,353711,75535,陕西,汉中市,城固县
