ID,Poem Title,latitude,longitude,period,Dynasty of Poem,Keywords of Poem,author,region
1288147,太安人方氏圹记,31.834942,105.714266,宋辽金西夏元,南宋,,孙应时,四川
136876,钟宝潭,31.820447,108.412179,宋辽金西夏元,南宋,,,
1288040,答吕寺丞书,31.834942,105.714266,宋辽金西夏元,南宋,,孙应时,四川
1258531,题范氏唐咸通柱国告,31.834942,105.714266,宋辽金西夏元,南宋,,谭惟寅,四川
1275962,皇叔祖赠少师士岘追封郡王制,31.834942,105.714266,宋辽金西夏元,南宋,,楼钥,四川
1279410,祭邓彦霄文,31.834942,105.714266,宋辽金西夏元,南宋,,廖行之,四川
1279552,上薛大监书,31.834942,105.714266,宋辽金西夏元,南宋,,王炎,四川
139225,和鲜于子骏益昌官舍八咏,31.834942,105.714266,宋辽金西夏元,南宋,,苏辙,四川
1285279,昭化寺记,31.834942,105.714266,宋辽金西夏元,南宋,,杜斿,四川
1283383,程伯刚墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,刘光祖,四川
1283289,祭陈克斋先生文,31.834942,105.714266,宋辽金西夏元,南宋,,彭龟年,四川
126780,德寿宫庆寿口号,31.820447,108.412179,宋辽金西夏元,南宋,,,
106784,秋湖上晚景四首,31.820447,108.412179,宋辽金西夏元,南宋,,,
51468,彭门解嘲二首,31.820447,108.412179,宋辽金西夏元,南宋,,,
101863,和许守岩桂,31.820447,108.412179,宋辽金西夏元,南宋,,,
1283288,临安为位哭克斋陈先生文,31.834942,105.714266,宋辽金西夏元,南宋,,彭龟年,四川
1283041,贡士王千里墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,曾丰,四川
1282498,朝奉郎提点江南东路刑狱赵公墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,蔡戡,四川
1281871,贺留参政仍兼同知启,31.834942,105.714266,宋辽金西夏元,南宋,,袁说友,四川
1274981,答黟县宰启,31.834942,105.714266,宋辽金西夏元,南宋,,舒璘,四川
1274161,章德茂破砚铭,31.834942,105.714266,隋唐五代十国,中唐,,王质,四川
1274117,退文序,31.834942,105.714266,宋辽金西夏元,南宋,,王质,四川
1252142,祭程邛州文,30.071656,107.196919,宋辽金西夏元,南宋,,,
1273382,丁君墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,陈造,四川
94944,益昌夜泊,31.834942,105.714266,宋辽金西夏元,南宋,,孙应时,四川
94945,益昌僧寺静境轩,31.834942,105.714266,宋辽金西夏元,南宋,,孙应时,四川
94742,自益昌为武兴之行,31.834942,105.714266,宋辽金西夏元,南宋,,孙应时,四川
159046,寄顾签判,31.834942,105.714266,宋辽金西夏元,南宋,,陈造,四川
1271750,钱恺降授舒州观察使宫观制,31.834942,105.714266,宋辽金西夏元,南宋,,张孝祥,四川
1255319,与直阁虞宫使小简,31.834942,105.714266,宋辽金西夏元,南宋,,员兴宗,四川
541172,与利州守,31.834942,105.714266,宋辽金西夏元,南宋,,员兴宗,四川
1261043,答徽州巫推官启,31.834942,105.714266,宋辽金西夏元,南宋,,周必大,四川
1259522,昭化军承宣使钱恺辞免知阁事干办皇城司不允诏,31.834942,105.714266,宋辽金西夏元,南宋,,周必大,四川
1259322,龙神卫四厢都指挥使广州观察使赵樽再辞免昭化军承宣使不允诏,31.834942,105.714266,宋辽金西夏元,南宋,,周必大,四川
1259107,故右监门卫大将军郢州防禦使士??赠昭化军承宣使追封安康郡公故右监门卫大将军眉州防禦使士窘赠镇东军承宣使追封会稽郡公故右监门卫大将军复州防禦使士阶赠保宁军承宣使追封东阳郡公制,31.834942,105.714266,宋辽金西夏元,南宋,,周必大,四川
1252133,程邛州墓志铭,30.071656,107.196919,宋辽金西夏元,南宋,,,
1257449,静镇堂记,31.834942,105.714266,宋辽金西夏元,南宋,,陆游,四川
1287730,史次秦改奉议郎制,31.834942,105.714266,宋辽金西夏元,南宋,,蔡幼学,四川
1287725,袁桂授朝奉大夫制,31.834942,105.714266,宋辽金西夏元,南宋,,蔡幼学,四川
1287646,王益之国博留元刚太博制,31.834942,105.714266,宋辽金西夏元,南宋,,蔡幼学,四川
1287634,雷孝友故母硕人廖氏可赠齐安郡夫人硕人张氏可赠信安郡夫人令人胡氏可赠咸安郡夫人制,31.834942,105.714266,宋辽金西夏元,南宋,,蔡幼学,四川
1257134,送范西叔序,31.834942,105.714266,宋辽金西夏元,南宋,,陆游,四川
149203,梦行益昌道中有赋,31.834942,105.714266,宋辽金西夏元,南宋,,陆游,四川
520433,自笑,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
1252043,与李清叔劄子,31.834942,105.714266,宋辽金西夏元,南宋,,晁公溯,四川
1251718,上查总领籥劄子,31.834942,105.714266,宋辽金西夏元,南宋,,晁公溯,四川
1251516,上查总领柬,31.834942,105.714266,明清时期,明,,晁公溯,四川
1251504,上汪制置柬,31.834942,105.714266,宋辽金西夏元,南宋,,晁公溯,四川
121156,益昌道中次兄长韵二首,31.834942,105.714266,宋辽金西夏元,南宋,,李流谦,四川
121157,益昌道中次兄长韵二首,31.834942,105.714266,宋辽金西夏元,南宋,,李流谦,四川
1241945,罗城记,31.834942,105.714266,宋辽金西夏元,南宋,,冯时行,四川
1241196,跋苏子送宋使君书诗,31.834942,105.714266,宋辽金西夏元,南宋,,王灼,四川
1237549,答李济川书,31.834942,105.714266,宋辽金西夏元,南宋,,邵博,四川
1254912,起居郎王刚中经修神宗宝训转一官制,31.834942,105.714266,宋辽金西夏元,南宋,,周麟之,四川
1254618,方公墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,韩元吉,四川
543165,次韵夔漕赵若拙见寄,31.834942,105.714266,宋辽金西夏元,南宋,,王十朋,四川
1216958,资政殿学士左朝奉大夫知绍兴军府事楼炤父居明赠太子太保制,31.834942,105.714266,宋辽金西夏元,南宋,,张扩,四川
1248697,郊祀分命九宫贵神祝文,31.834942,105.714266,宋辽金西夏元,南宋,,宋高宗,四川
1244739,上明良庆会阁碑致语,31.834942,105.714266,宋辽金西夏元,南宋,,史浩,四川
139222,和鲜于子骏益昌官舍八咏,31.834942,105.714266,宋辽金西夏元,南宋,,苏辙,四川
1353275,为江学攴让尚公主表,31.834942,105.714266,宋辽金西夏元,南宋,,虞通之,四川
1244686,葬五祖衣冠招魂祝文,31.834942,105.714266,宋辽金西夏元,南宋,,史浩,四川
1244080,册皇后贺皇帝表,31.834942,105.714266,宋辽金西夏元,南宋,,史浩,四川
541056,上明良庆会阁碑致语口号,31.834942,105.714266,宋辽金西夏元,南宋,,史浩,四川
1243962,书先君集后,31.834942,105.714266,宋辽金西夏元,南宋,,唐文若,四川
1243203,三获堂记,31.834942,105.714266,宋辽金西夏元,南宋,,王刚中,四川
1242828,告曾祖考妣墓文,31.834942,105.714266,宋辽金西夏元,南宋,,胡铨,四川
1242502,与吉守李舍人书,31.834942,105.714266,宋辽金西夏元,南宋,,胡铨,四川
1239569,新繁县新建灵应庙记,31.834942,105.714266,宋辽金西夏元,南宋,,周良翰,四川
206150,杨和王挽章五首,31.834942,105.714266,宋辽金西夏元,南宋,,曹勋,四川
1240409,祭谭大夫焕之,31.834942,105.714266,宋辽金西夏元,南宋,,胡寅,四川
1280938,赐昭化军承宣使提举江州太平兴国宫钱恺辞免令赴行在奏事不允诏,31.834942,105.714266,宋辽金西夏元,南宋,,崔敦诗,四川
1240025,赵鼎赠三代制,31.834942,105.714266,宋辽金西夏元,南宋,,胡寅,四川
1232662,显恭皇后谥议,31.834942,105.714266,宋辽金西夏元,南宋,,胡世将,四川
1215699,宋方山昭化禅院政禅师行状记,31.834942,105.714266,宋辽金西夏元,南宋,,释宗悟,四川
1215598,蒋氏夫人墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,许翰,四川
108088,拜颜鲁公像,31.834942,105.714266,宋辽金西夏元,南宋,,张元干,四川
1216119,乞雇发茶驮地分以时举官奏,31.834942,105.714266,宋辽金西夏元,南宋,,何渐,四川
1234690,右承议郎致仕曹公墓志,31.834942,105.714266,宋辽金西夏元,南宋,,郑刚中,四川
1234689,族嫂陈氏墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,郑刚中,四川
1234667,画记,31.834942,105.714266,宋辽金西夏元,南宋,,郑刚中,四川
174578,益昌霪雨踰月负郭皆浸祷祠之后仓廪保全居民复业运使国博喜而赋诗辄成三绝句以报来贶,31.834942,105.714266,宋辽金西夏元,南宋,,郑刚中,四川
174576,益昌霪雨踰月负郭皆浸祷祠之后仓廪保全居民复业运使国博喜而赋诗辄成三绝句以报来贶,31.834942,105.714266,宋辽金西夏元,南宋,,郑刚中,四川
1211864,相度支卖名山茶博马剩数利害劄子,31.834942,105.714266,宋辽金西夏元,南宋,,张翚,四川
139229,和鲜于子骏益昌官舍八咏,31.834942,105.714266,宋辽金西夏元,南宋,,苏辙,四川
1226692,皇兄孝骞除昭化军节度使封广陵郡王制,31.834942,105.714266,宋辽金西夏元,南宋,,宋徽宗,四川
1182830,神福山李长者像序,31.834942,105.714266,宋辽金西夏元,南宋,,吴则礼,四川
1223416,故王氏夫人墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,王庭圭,四川
529489,送叶通判赴阙,31.834942,105.714266,宋辽金西夏元,南宋,,王庭圭,四川
528651,出宰分宁别旧同舍五首,31.834942,105.714266,宋辽金西夏元,南宋,,韩驹,四川
1222021,跋秘阁续法帖后,31.834942,105.714266,宋辽金西夏元,南宋,,黄伯思,四川
1221415,孟忠厚母徐郓国夫人李氏赠吴越国夫人制,31.834942,105.714266,宋辽金西夏元,南宋,,程俱,四川
1221317,富直柔曾祖母韩国夫人韩氏赠鲁国夫人制,31.834942,105.714266,宋辽金西夏元,南宋,,程俱,四川
1210876,韩士宗墓幢,31.834942,105.714266,宋辽金西夏元,南宋,,曹之元,四川
174405,二绝寄章氏女子,31.834942,105.714266,宋辽金西夏元,南宋,,郑刚中,四川
539144,为李邦臣题丛桂堂,31.834942,105.714266,宋辽金西夏元,南宋,,刘才邵,四川
138647,除夕感怀,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
139227,和鲜于子骏益昌官舍八咏,31.834942,105.714266,宋辽金西夏元,南宋,,苏辙,四川
139224,和鲜于子骏益昌官舍八咏,31.834942,105.714266,宋辽金西夏元,南宋,,苏辙,四川
1218004,劝移跸荆南劄子,32.228821,107.445367,宋辽金西夏元,南宋,,,
1214443,陈去非诗集序,31.834942,105.714266,宋辽金西夏元,南宋,,葛胜仲,四川
1213192,祭程公仪文,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
1213190,祭祖坟文,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
1213178,唐先生行状,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
1213128,书宋尚书集后,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
1213120,送苗师颜序,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
1213089,上监司书,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
520370,赴益昌六言二章,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
520372,上益昌守李大夫,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
1147969,宋故赠大理评事柳公墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,柳开,四川
517911,赋刘仲高高斋诗,31.834942,105.714266,宋辽金西夏元,南宋,,饶节,四川
518011,病中两绝句,31.834942,105.714266,宋辽金西夏元,南宋,,饶节,四川
506287,求刘忱明复龙图为画山水,31.834942,105.714266,宋辽金西夏元,南宋,,冯山,四川
506284,送江衍巨源提举赴阙,31.834942,105.714266,宋辽金西夏元,南宋,,冯山,四川
506241,利州漕宇八景,31.834942,105.714266,宋辽金西夏元,南宋,,冯山,四川
506234,利州漕宇八景,31.834942,105.714266,宋辽金西夏元,南宋,,冯山,四川
1204937,鲜于子骏行状,31.834942,105.714266,宋辽金西夏元,南宋,,秦观,四川
1199237,宣仁圣烈太皇太后哀策文,31.834942,105.714266,宋辽金西夏元,南宋,,毕仲游,四川
1194948,昭化寺李长者龛记,31.834942,105.714266,宋辽金西夏元,南宋,,张商英,四川
1191867,三论渠阳边事劄子,31.834942,105.714266,宋辽金西夏元,南宋,,苏辙,四川
1191411,安宗说知利州告词,31.834942,105.714266,宋辽金西夏元,南宋,,苏辙,四川
1191382,李括知洋州告词,31.834942,105.714266,宋辽金西夏元,南宋,,苏辙,四川
139226,和鲜于子骏益昌官舍八咏,31.834942,105.714266,宋辽金西夏元,南宋,,苏辙,四川
1355023,七诱,32.228821,107.445367,宋辽金西夏元,南宋,,,
139228,和鲜于子骏益昌官舍八咏,31.834942,105.714266,宋辽金西夏元,南宋,,苏辙,四川
1188901,题鲜于子骏八咏后,31.834942,105.714266,宋辽金西夏元,南宋,,苏轼,四川
1184385,东园十咏序,31.834942,105.714266,宋辽金西夏元,南宋,,韦骧,四川
1184267,谢举主潘驾部启,31.834942,105.714266,宋辽金西夏元,南宋,,韦骧,四川
505071,之文,31.834942,105.714266,宋辽金西夏元,南宋,,韦骧,四川
1277183,跋李孟达合章六世祖少卿诗卷,31.834942,105.714266,宋辽金西夏元,南宋,,楼钥,四川
505938,和岑岩起见寄三绝,31.834942,105.714266,宋辽金西夏元,南宋,,韦骧,四川
505934,至白水驿辍趋文还益昌,31.834942,105.714266,宋辽金西夏元,南宋,,韦骧,四川
505918,自剑还道中寄同事苏进之,31.834942,105.714266,宋辽金西夏元,南宋,,韦骧,四川
1177005,新修普净下院记,31.834942,105.714266,宋辽金西夏元,南宋,,郝矩,四川
1181546,祭唐待制文,31.834942,105.714266,宋辽金西夏元,南宋,,沈遘,四川
501531,将过益昌先寄冯允南使君,31.834942,105.714266,宋辽金西夏元,南宋,,杨寿祺,四川
502725,送周思道郎中通理益昌,31.834942,105.714266,宋辽金西夏元,南宋,,吕陶,四川
1147521,先君赠工部郎中墓碣,31.834942,105.714266,宋辽金西夏元,南宋,,田锡,四川
1145808,杜昌业江州制,31.834942,105.714266,宋辽金西夏元,南宋,,徐铉,四川
1372080,皇祖实录,32.228821,107.445367,宋辽金西夏元,南宋,,,
1369220,授王武俊李抱真官封并招谕朱滔诏,32.228821,107.445367,宋辽金西夏元,南宋,,,
1377271,吴越文穆王钱元瓘碑铭,31.834942,105.714266,宋辽金西夏元,南宋,,和凝,四川
1362993,幸汴州赦文,31.834942,105.714266,宋辽金西夏元,南宋,,晋高祖,四川
1164687,宋故屯田员外郎赠兵部员外郎吴府君夫人京兆县太君杜氏墓志,31.834942,105.714266,宋辽金西夏元,南宋,,吴执中,四川
1176804,朝奉郎尚书司封员外郎张君墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,王安石,四川
1176767,内殿崇班钱君墓碣,31.834942,105.714266,宋辽金西夏元,南宋,,王安石,四川
94993,答剑门朱宰和益昌夜泊韵,31.834942,105.714266,宋辽金西夏元,南宋,,孙应时,四川
95052,自兴州浮嘉陵还益昌,31.834942,105.714266,宋辽金西夏元,南宋,,孙应时,四川
174577,益昌霪雨踰月负郭皆浸祷祠之后仓廪保全居民复业运使国博喜而赋诗辄成三绝句以报来贶,31.834942,105.714266,明清时期,明,,郑刚中,四川
1194940,太原府寿阳方山李长者造论所昭化院记,31.834942,105.714266,宋辽金西夏元,南宋,,张商英,四川
1169950,乾祐丘令第三考词,31.834942,105.714266,宋辽金西夏元,南宋,,黄庶,四川
1152856,钱唐闻聪师诗集序,32.228821,107.445367,宋辽金西夏元,南宋,,,
1376915,册益昌公主文,31.834942,105.714266,宋辽金西夏元,南宋,,薛廷圭,四川
48817,和题剑门,31.834942,105.714266,宋辽金西夏元,南宋,,韩昭,四川
1173354,天长县君黄氏墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,曾巩,四川
1173328,故翰林侍读学士钱公墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,曾巩,四川
1170466,赐皇伯祖承显加食邑诏,31.834942,105.714266,宋辽金西夏元,南宋,,王圭,四川
1169574,崇国太夫人符氏墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,陈襄,四川
1168170,太常博士致仕胡君墓志,31.834942,105.714266,宋辽金西夏元,南宋,,蔡襄,四川
56874,司马晋州待制哀辞,31.834942,105.714266,宋辽金西夏元,南宋,,马端,四川
1162963,广原教,31.834942,105.714266,宋辽金西夏元,南宋,,释契嵩,四川
1162607,尚书屯田员外郎张君墓表,31.834942,105.714266,宋辽金西夏元,南宋,,欧阳修,四川
1162589,桑怿传,31.834942,105.714266,宋辽金西夏元,南宋,,欧阳修,四川
1159294,故福建路劝农使兼提点刑狱公事朝奉郎尚书主客员外郎上轻车都尉耿公墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,尹洙,四川
1159002,循州新修白云山普安寺记,31.834942,105.714266,宋辽金西夏元,南宋,,余靖,四川
1193376,右武卫大将军吉州团练使墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,范祖禹,四川
1155578,乾元节祝圣寿颂,31.834942,105.714266,宋辽金西夏元,南宋,,宋庠,四川
1152800,与骆偃节判书,31.834942,105.714266,宋辽金西夏元,南宋,,释智圆,四川
1146419,义门记,31.834942,105.714266,宋辽金西夏元,南宋,,胡旦,四川
1376115,马当山铭,31.834942,105.714266,宋辽金西夏元,南宋,,陆龟蒙,四川
1375915,书何易于,31.834942,105.714266,宋辽金西夏元,南宋,,孙樵,四川
1374907,守论,31.834942,105.714266,宋辽金西夏元,南宋,,杜牧,四川
1374882,上李太尉论北边事启,31.834942,105.714266,宋辽金西夏元,南宋,,杜牧,四川
1374025,管仲害霸论,31.834942,105.714266,宋辽金西夏元,南宋,,李德裕,四川
37141,益昌行,31.834942,105.714266,宋辽金西夏元,南宋,,欧阳詹,四川
5825,江陵语,31.834942,105.714266,宋辽金西夏元,南宋,,不详,四川
1051378,广元昭化道中杂诗,31.834942,105.714266,宋辽金西夏元,南宋,,张问陶,四川
1051377,广元昭化道中杂诗,31.834942,105.714266,宋辽金西夏元,南宋,,张问陶,四川
1051376,广元昭化道中杂诗,31.834942,105.714266,宋辽金西夏元,南宋,,张问陶,四川
1051375,广元昭化道中杂诗,31.834942,105.714266,宋辽金西夏元,南宋,,张问陶,四川
1051374,广元昭化道中杂诗,31.834942,105.714266,宋辽金西夏元,南宋,,张问陶,四川
1051373,广元昭化道中杂诗,31.834942,105.714266,宋辽金西夏元,南宋,,张问陶,四川
152623,蝶恋花,31.834942,105.714266,宋辽金西夏元,南宋,,杨泽民,陕西
1181125,枢密刘公墓志铭,32.228821,107.445367,宋辽金西夏元,南宋,,,
152592,清商怨 葭萌驿作,31.834942,105.714266,宋辽金西夏元,南宋,,陆游,四川
152627,鹧鸪天,31.834942,105.714266,宋辽金西夏元,南宋,,段成己,
151365,思归引,31.834942,105.714266,宋辽金西夏元,南宋,,陆游,四川
707155,市上卖荷蓬女二首,31.920373,105.019587,宋辽金西夏元,南宋,,,
149321,雪晴行益昌道中颇有春意,31.834942,105.714266,宋辽金西夏元,南宋,,陆游,四川
146835,自阆复还汉中次益昌,31.834942,105.714266,宋辽金西夏元,南宋,,陆游,四川
147598,夜抵葭萌惠照寺寓榻小阁,31.834942,105.714266,宋辽金西夏元,南宋,,陆游,四川
1213164,箕踞轩记,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
1213126,上钱宪杂文序,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
1213121,送王观复序,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
24980,赠别山友,31.834942,105.714266,宋辽金西夏元,南宋,,张蠙,四川
107156,啸台,31.834942,105.714266,宋辽金西夏元,南宋,,宋庠,四川
68248,饮客,32.228821,107.445367,宋辽金西夏元,南宋,,,
1213099,贺杨运判启,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
193145,讯囚,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
520312,闻东坡贬惠州,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
193146,张求,31.834942,105.714266,宋辽金西夏元,南宋,,唐庚,四川
1345735,狱中与诸葛亮书,31.834942,105.714266,宋辽金西夏元,南宋,,彭羕,四川
1341047,论都赋,31.834942,105.714266,宋辽金西夏元,南宋,,杜笃,四川
107851,长桥,31.834942,105.714266,宋辽金西夏元,南宋,,张亢,四川
49833,代邻叟,31.834942,105.714266,隋唐五代十国,唐,,窦巩,四川
179953,益昌次费伯矩赠行韵,31.834942,105.714266,宋辽金西夏元,南宋,,洪咨夔,四川
179954,益昌次费伯矩赠行韵,31.834942,105.714266,宋辽金西夏元,南宋,,洪咨夔,四川
179955,益昌次费伯矩赠行韵,31.834942,105.714266,宋辽金西夏元,南宋,,洪咨夔,四川
1277477,文华阁待制杨公行状,31.834942,105.714266,宋辽金西夏元,南宋,,楼钥,四川
1272877,夔州路提点刑狱张君墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,张栻,四川
143748,夺锦轩,31.834942,105.714266,宋辽金西夏元,南宋,,陆游,四川
148584,赴成都泛舟自三泉至益昌谋以明年下三峡,31.834942,105.714266,宋辽金西夏元,南宋,,陆游,四川
1213793,论名山茶博马等事宜疏,31.834942,105.714266,宋辽金西夏元,南宋,,李稷,四川
1362163,讨杨师立诏,31.834942,105.714266,宋辽金西夏元,南宋,,僖宗皇帝,四川
1376376,西川青羊宫碑铭,31.834942,105.714266,宋辽金西夏元,南宋,,乐朋龟,四川
8920,谒梓潼张恶子庙,31.834942,105.714266,宋辽金西夏元,南宋,,王铎,四川
23179,送僧鸾归蜀宁亲,31.834942,105.714266,宋辽金西夏元,南宋,,张乔,四川
826640,上亭驿,31.834942,105.714266,宋辽金西夏元,南宋,,罗隐,四川
826640,上亭驿,31.834942,105.714266,宋辽金西夏元,南宋,,罗隐,四川
1231439,迂论九,32.228821,107.445367,宋辽金西夏元,南宋,,,
51435,送崔学士赴东川,31.834942,105.714266,宋辽金西夏元,南宋,,薛能,四川
1374700,成都记序,31.834942,105.714266,宋辽金西夏元,南宋,,卢求,四川
1374700,成都记序,31.834942,105.714266,宋辽金西夏元,南宋,,卢求,四川
1374845,为中书门下请追尊号表,31.834942,105.714266,宋辽金西夏元,南宋,,杜牧,四川
1372473,弹奏剑南东川节度使状,31.834942,105.714266,宋辽金西夏元,南宋,,元稹,四川
1372473,弹奏剑南东川节度使状,31.834942,105.714266,宋辽金西夏元,南宋,,元稹,四川
1372473,弹奏剑南东川节度使状,31.834942,105.714266,宋辽金西夏元,南宋,,元稹,四川
39939,送任畹及第归蜀中觐亲,31.834942,105.714266,宋辽金西夏元,南宋,,姚合,四川
1370183,南平郡王高崇文神道碑,31.834942,105.714266,宋辽金西夏元,南宋,,韦贯之,四川
1370183,南平郡王高崇文神道碑,31.834942,105.714266,宋辽金西夏元,南宋,,韦贯之,四川
7742,奉诏赋剑州途中鸷兽,31.834942,105.714266,宋辽金西夏元,南宋,,王仁裕,四川
1365693,唐齐州长史裴府君神道碑,31.920373,105.019587,宋辽金西夏元,南宋,,李迥秀,四川
1369622,送主客仲员外充黔中选补使序,31.834942,105.714266,宋辽金西夏元,南宋,,权德舆,四川
1369717,唐故剑南东川节度副大使知节度事管内支度营田观察处置静戎军等使光禄大夫检校尚书左仆射使持节梓州诸军事兼梓州刺史御史大夫郑国公赠司空严公神道碑铭,31.834942,105.714266,宋辽金西夏元,南宋,,权德舆,四川
1369717,唐故剑南东川节度副大使知节度事管内支度营田观察处置静戎军等使光禄大夫检校尚书左仆射使持节梓州诸军事兼梓州刺史御史大夫郑国公赠司空严公神道碑铭,31.834942,105.714266,宋辽金西夏元,南宋,,权德舆,四川
1369717,唐故剑南东川节度副大使知节度事管内支度营田观察处置静戎军等使光禄大夫检校尚书左仆射使持节梓州诸军事兼梓州刺史御史大夫郑国公赠司空严公神道碑铭,31.834942,105.714266,宋辽金西夏元,南宋,,权德舆,四川
1369716,唐故剑南东川节度副大使知节度事管内支度营田观察处置等使正议大夫持节梓州诸军事守梓州刺史兼御史大夫护军赐紫金鱼袋赠礼部尚书卢公神道碑铭,31.834942,105.714266,宋辽金西夏元,南宋,,权德舆,四川
1369791,唐故山南西道节度营田观察处置等使开府仪同三司检校尚书左仆射同中书门下平章事兼兴元尹上柱国冯翊郡王赠太保严公墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,权德舆,四川
4053,唐故通议大夫守户部尚书兼御史大夫持节充朔方镇西北庭兴平陈郑等州行营兵马及河中节度都统处置使兼管内观察使权知绛州刺史赐紫金鱼袋赠扬州大都督府李公神道碑铭,31.834942,105.714266,宋辽金西夏元,南宋,,权德舆,四川
1368534,为崔仆射遣高正平论边事表,31.834942,105.714266,宋辽金西夏元,南宋,,于邵,四川
7741,和蜀后主题剑门,31.834942,105.714266,宋辽金西夏元,南宋,,王仁裕,四川
31411,八哀诗,31.834942,105.714266,宋辽金西夏元,南宋,,杜甫,陕西
31196,愁坐,31.834942,105.714266,宋辽金西夏元,南宋,,杜甫,四川
25527,上皇西巡南京歌十首,31.834942,105.714266,宋辽金西夏元,南宋,,李白,
1365693,唐齐州长史裴府君神道碑,31.834942,105.714266,宋辽金西夏元,南宋,,李迥秀,四川
1365693,唐齐州长史裴府君神道碑,31.834942,105.714266,宋辽金西夏元,南宋,,李迥秀,四川
1364807,恒州长史张府君墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,张说,四川
1369791,唐故山南西道节度营田观察处置等使开府仪同三司检校尚书左仆射同中书门下平章事兼兴元尹上柱国冯翊郡王赠太保严公墓志铭,31.834942,105.714266,宋辽金西夏元,南宋,,权德舆,四川
1364772,故洛阳尉赠朝散大夫马府君碑,31.834942,105.714266,宋辽金西夏元,南宋,,张说,四川
1365504,潭州都督杨志本碑,31.834942,105.714266,宋辽金西夏元,南宋,,严识玄,四川
1365504,潭州都督杨志本碑,31.834942,105.714266,宋辽金西夏元,南宋,,严识玄,四川
1365504,潭州都督杨志本碑,31.834942,105.714266,宋辽金西夏元,南宋,,严识玄,四川
1364411,兖州都督于知微碑,31.834942,105.714266,宋辽金西夏元,南宋,,姚崇,四川
1358455,周大将军司马裔碑,31.834942,105.714266,宋辽金西夏元,南宋,,庚信,四川
1357628,请增兵粮图蜀表,31.834942,105.714266,宋辽金西夏元,南宋,,邢峦,四川
43242,蜀葵,31.834942,105.714266,宋辽金西夏元,南宋,,徐夤,四川
1357628,请增兵粮图蜀表,31.834942,105.714266,宋辽金西夏元,南宋,,邢峦,四川
1357627,请增兵粮图蜀表,31.834942,105.714266,宋辽金西夏元,南宋,,邢峦,四川
1357627,请增兵粮图蜀表,31.834942,105.714266,隋唐五代十国,中唐,,邢峦,四川
1357627,请增兵粮图蜀表,31.834942,105.714266,宋辽金西夏元,南宋,,邢峦,四川
1357627,请增兵粮图蜀表,31.834942,105.714266,宋辽金西夏元,南宋,,邢峦,四川
1357700,请拔汉中归诚表,31.834942,105.714266,宋辽金西夏元,南宋,,夏侯道迁,四川
1353716,与沙州刺史杨广香书,31.834942,105.714266,宋辽金西夏元,南宋,,萧嶷,四川
503296,孙氏池亭得小字,32.228821,107.445367,宋辽金西夏元,南宋,,,
1350811,奏请巴西等三郡不戍汉中,31.834942,105.714266,宋辽金西夏元,南宋,,殷仲堪,四川
1350811,奏请巴西等三郡不戍汉中,31.834942,105.714266,宋辽金西夏元,南宋,,殷仲堪,四川
27660,山泉,31.834942,105.714266,宋辽金西夏元,南宋,,李洞,四川
1350811,奏请巴西等三郡不戍汉中,31.834942,105.714266,宋辽金西夏元,南宋,,殷仲堪,四川
1350811,奏请巴西等三郡不戍汉中,31.834942,105.714266,宋辽金西夏元,南宋,,殷仲堪,四川
503295,和孙氏池亭,32.228821,107.445367,宋辽金西夏元,南宋,,,
502845,和子瞻寄希声二首,32.228821,107.445367,宋辽金西夏元,南宋,,,
