ID,Poem Title,latitude,longitude,period,Dynasty of Poem,Keywords of Poem,author,region,city,county,id_2
30373,题剑门,31.834942,105.714266,宋辽金西夏元,南宋,,李衍,四川,广元市,剑阁县,8522
1376536,秋色赋,31.834942,105.714266,宋辽金西夏元,南宋,,黄滔,四川,广元市,剑阁县,8523
1168661,治水劄子,32.228821,107.445367,宋辽金西夏元,南宋,,,,,,8524
101796,范丞相生日,31.820447,108.412179,宋辽金西夏元,南宋,,,,,,8525
1400418,送李景略游天磨,31.820447,108.412179,宋辽金西夏元,南宋,,,,,,8526
1152812,四十二章经序,32.228821,107.445367,宋辽金西夏元,南宋,,,,,,8527
1376325,剑门寄上路相公启,31.834942,105.714266,宋辽金西夏元,南宋,,胡曾,四川,广元市,剑阁县,8528
23178,送蜀客,31.834942,105.714266,宋辽金西夏元,南宋,,张乔,四川,广元市,剑阁县,8529
9785,和同年韦学士华下途中见寄,31.834942,105.714266,宋辽金西夏元,南宋,,韦庄,四川,广元市,剑阁县,8530
29716,送友人游蜀,31.834942,105.714266,宋辽金西夏元,南宋,,许棠,四川,广元市,剑阁县,8531
1377598,投盐铁裴郎中启,31.834942,105.714266,宋辽金西夏元,南宋,,罗隐,四川,广元市,剑阁县,8532
38727,上冯使君山水障子,31.834942,105.714266,宋辽金西夏元,南宋,,贯休,四川,广元市,剑阁县,8533
38429,到蜀与郑中丞相遇,31.834942,105.714266,宋辽金西夏元,南宋,,贯休,四川,广元市,剑阁县,8534
38378,观地狱图,31.834942,105.714266,宋辽金西夏元,南宋,,贯休,四川,广元市,剑阁县,8535
50624,咏子规,31.834942,105.714266,宋辽金西夏元,南宋,,蔡京,四川,广元市,剑阁县,8536
20533,送友人游蜀,31.834942,105.714266,宋辽金西夏元,南宋,,许棠,四川,广元市,剑阁县,8537
51616,送西川梁常侍之新筑龙山城并锡赉两州刺史及部落酋长等,31.834942,105.714266,宋辽金西夏元,南宋,,薛逢,四川,广元市,剑阁县,8538
51613,题剑门先寄上西蜀杜司徒,31.834942,105.714266,宋辽金西夏元,南宋,,薛逢,四川,广元市,剑阁县,8539
1376153,请筑罗城表,31.834942,105.714266,宋辽金西夏元,南宋,,高骈,四川,广元市,剑阁县,8540
1375571,剑州重阳亭铭,31.834942,105.714266,宋辽金西夏元,南宋,,李商隐,四川,广元市,剑阁县,8541
7275,思越中旧游寄友,31.834942,105.714266,近现代至当代,清末至民国,,方干,四川,广元市,剑阁县,8542
50128,自蔚州南入真谷有似剑门因有归思,31.834942,105.714266,宋辽金西夏元,南宋,,雍陶,四川,广元市,剑阁县,8543
50221,送裴璋还蜀因亦怀归,31.834942,105.714266,宋辽金西夏元,南宋,,雍陶,四川,广元市,剑阁县,8544
1374934,燕将录,31.834942,105.714266,宋辽金西夏元,南宋,,杜牧,四川,广元市,剑阁县,8545
32314,奉和门下相公送西川相公兼领相印出镇全蜀诗十八韵,31.834942,105.714266,宋辽金西夏元,南宋,,杜牧,四川,广元市,剑阁县,8546
826862,沁园春,31.834942,105.714266,宋辽金西夏元,南宋,,王陆一,,广元市,剑阁县,8547
826828,西灵观,31.834942,105.714266,宋辽金西夏元,南宋,,吕岩,四川,广元市,剑阁县,8548
826775,东周诗,31.834942,105.714266,宋辽金西夏元,南宋,,无名氏,四川,广元市,剑阁县,8549
830317,灵宝真一自然太上玄一真人颂一章,31.834942,105.714266,宋辽金西夏元,南宋,,无名氏,四川,广元市,剑阁县,8550
39612,龙虎元旨歌,31.834942,105.714266,宋辽金西夏元,南宋,,青霞子,四川,广元市,剑阁县,8551
18987,玩月诗,31.834942,105.714266,三国两晋南北朝,西晋,,曲龙山仙,四川,广元市,剑阁县,8552
18986,玩月诗,31.834942,105.714266,三国两晋南北朝,西晋,,曲龙山仙,四川,广元市,剑阁县,8553
18985,玩月诗,31.834942,105.714266,三国两晋南北朝,东晋,,曲龙山仙,四川,广元市,剑阁县,8554
18984,玩月诗,31.834942,105.714266,三国两晋南北朝,东晋,,曲龙山仙,四川,广元市,剑阁县,8555
39604,送太乙真君酒,31.834942,105.714266,三国两晋南北朝,南梁,,青城丈人,四川,广元市,剑阁县,8556
47120,蜀中赠广上人,31.834942,105.714266,三国两晋南北朝,南梁,,章孝标,四川,广元市,剑阁县,8557
47121,题上皇观,31.834942,105.714266,三国两晋南北朝,北魏,,章孝标,四川,广元市,剑阁县,8558
1375086,南渎大江广源公庙记,31.834942,105.714266,三国两晋南北朝,南齐,,李景让,四川,广元市,剑阁县,8559
1373774,赐石雄诏意,31.834942,105.714266,三国两晋南北朝,南梁,,李德裕,四川,广元市,剑阁县,8560
51323,蜀路,31.834942,105.714266,三国两晋南北朝,南梁,,薛能,四川,广元市,剑阁县,8561
30278,题剑门,31.834942,105.714266,三国两晋南北朝,南梁,,李衍,四川,广元市,剑阁县,8562
1374146,德阳龟胜山道场记,31.834942,105.714266,三国两晋南北朝,西梁,,郑宗经,四川,广元市,剑阁县,8563
44333,送李傅侍郎剑南行营,31.834942,105.714266,隋唐五代十国,隋末唐初,,贾岛,四川,广元市,剑阁县,8564
44227,送穆少府知眉州,31.834942,105.714266,隋唐五代十国,初唐,,贾岛,四川,广元市,剑阁县,8565
44287,喜雍陶至,31.834942,105.714266,隋唐五代十国,唐初,,贾岛,四川,广元市,剑阁县,8566
6900,青云驿,31.834942,105.714266,隋唐五代十国,初唐,,元稹,四川,广元市,剑阁县,8567
6516,使东川 惭问囚,31.834942,105.714266,隋唐五代十国,盛唐,,元稹,四川,广元市,剑阁县,8568
39958,送杨尚书赴东川,31.834942,105.714266,隋唐五代十国,盛唐,,姚合,四川,广元市,剑阁县,8569
34606,题自然观,31.834942,105.714266,隋唐五代十国,唐,,陆畅,四川,广元市,剑阁县,8570
1372109,祭故东川卢大夫文,31.834942,105.714266,隋唐五代十国,唐,,李翱,四川,广元市,剑阁县,8571
1524218,李参奉挽,31.820447,108.412179,隋唐五代十国,盛唐,,,,,,8572
1375493,为柳圭上京兆公谢衣绢启,31.834942,105.714266,隋唐五代十国,唐,,李商隐,四川,广元市,剑阁县,8573
1372049,送冯定序,31.834942,105.714266,隋唐五代十国,唐,,李翱,四川,广元市,剑阁县,8574
1371292,祭姊夫崔使君简文,31.834942,105.714266,隋唐五代十国,盛唐,,柳宗元,四川,广元市,剑阁县,8575
1371157,井铭,31.834942,105.714266,隋唐五代十国,唐,,柳宗元,四川,广元市,剑阁县,8576
1371008,上严东川寄剑门铭启,31.834942,105.714266,隋唐五代十国,唐,,柳宗元,四川,广元市,剑阁县,8577
1374129,驳张平叔粜盐法议,31.834942,105.714266,隋唐五代十国,唐,,韦处厚,四川,广元市,剑阁县,8578
1371574,山南西道新修驿路记,31.834942,105.714266,隋唐五代十国,中唐,,刘禹锡,四川,广元市,剑阁县,8579
1371959,大唐故纪国大长公主墓志铭,31.834942,105.714266,隋唐五代十国,唐,,吕温,四川,广元市,剑阁县,8580
30051,送郑宥入蜀迎觐,31.834942,105.714266,隋唐五代十国,唐,,李端,四川,广元市,剑阁县,8581
1371904,代李侍郎与山南严仆射书,31.834942,105.714266,隋唐五代十国,中唐,,吕温,四川,广元市,剑阁县,8582
14394,太湖石,31.834942,105.714266,隋唐五代十国,中唐,,白居易,四川,广元市,剑阁县,8583
14228,奉和思黯相公以李苏州所寄太湖石奇状绝伦因题二十韵见示兼呈梦得,31.834942,105.714266,隋唐五代十国,中唐,,白居易,四川,广元市,剑阁县,8584
1369365,唐故剑州长史赠太仆少卿汝州刺史陇西李公神道碑铭,31.834942,105.714266,隋唐五代十国,唐,,郑云逵,四川,广元市,剑阁县,8585
49641,南山有高树行赠李宗闵,31.834942,105.714266,隋唐五代十国,唐,,韩愈,四川,广元市,剑阁县,8586
1370318,贺德音表,31.834942,105.714266,隋唐五代十国,唐,,夏侯盛,陕西,广元市,剑阁县,8587
1375052,李愬高崇文配享次序议,31.834942,105.714266,隋唐五代十国,唐,,孙??,四川,广元市,剑阁县,8588
1368652,三名臣论,31.834942,105.714266,隋唐五代十国,唐,,李翰,四川,广元市,剑阁县,8589
1370051,贺收剑门表,31.834942,105.714266,隋唐五代十国,中唐,,杨于陵,四川,广元市,剑阁县,8590
18899,送严十五郎之长安,31.834942,105.714266,隋唐五代十国,中唐,,戎昱,四川,广元市,剑阁县,8591
18866,入剑门,31.834942,105.714266,隋唐五代十国,中唐,,戎昱,四川,广元市,剑阁县,8592
48895,送故人归蜀,31.834942,105.714266,隋唐五代十国,唐,,韩翃,四川,广元市,剑阁县,8593
45291,露青竹杖歌,31.834942,105.714266,明清时期,明,,顾况,四川,广元市,剑阁县,8594
1368633,剑门山记,31.834942,105.714266,隋唐五代十国,中唐,,于邵,四川,广元市,剑阁县,8595
1368610,送穆司法赴剑州序二首,31.834942,105.714266,隋唐五代十国,中唐,,于邵,四川,广元市,剑阁县,8596
1368609,送穆司法赴剑州序二首,31.834942,105.714266,隋唐五代十国,中唐,,于邵,四川,广元市,剑阁县,8597
1368525,为崔仆射谢许弟宽宣慰表,31.834942,105.714266,隋唐五代十国,中唐,,于邵,四川,广元市,剑阁县,8598
1367239,授韦启左拾遗制,31.834942,105.714266,隋唐五代十国,中唐,,贾至,四川,广元市,剑阁县,8599
44002,自蜀奉册命往朔方途中呈韦左相文部房尚书门下崔侍郎,31.834942,105.714266,隋唐五代十国,中唐,,贾至,四川,广元市,剑阁县,8600
22544,入剑门作寄杜杨二郎中时二公并为杜元帅判官,31.834942,105.714266,隋唐五代十国,中唐,,岑参,四川,广元市,剑阁县,8601
22537,送郭仆射节制剑南,31.834942,105.714266,隋唐五代十国,中唐,,岑参,四川,广元市,剑阁县,8602
22534,送严黄门拜御史大夫再镇蜀川兼觐省,31.834942,105.714266,隋唐五代十国,中唐,,岑参,四川,广元市,剑阁县,8603
22386,奉和相公发益昌,31.834942,105.714266,隋唐五代十国,唐,,岑参,四川,广元市,剑阁县,8604
22470,送蜀郡李掾,31.834942,105.714266,宋辽金西夏元,北宋,,岑参,四川,广元市,剑阁县,8605
1366492,唐赠太子少师崔公神道碑,31.834942,105.714266,宋辽金西夏元,北宋,,李华,四川,广元市,剑阁县,8606
31683,草堂,31.834942,105.714266,宋辽金西夏元,北宋,,杜甫,四川,广元市,剑阁县,8607
31771,鹿头山,31.834942,105.714266,宋辽金西夏元,北宋,,杜甫,四川,广元市,剑阁县,8608
31650,剑门,31.834942,105.714266,宋辽金西夏元,北宋,,高其倬,,广元市,剑阁县,8609
31653,哀江头,31.834942,105.714266,隋唐五代十国,唐,,杜甫,四川,广元市,剑阁县,8610
31379,谒先主庙,31.834942,105.714266,隋唐五代十国,中唐,,杜甫,四川,广元市,剑阁县,8611
31372,寄彭州高三十五使君适虢州岑二十七长史参三十韵,31.834942,105.714266,隋唐五代十国,唐,,杜甫,四川,广元市,剑阁县,8612
30905,将赴荆南寄别李剑州,31.834942,105.714266,隋唐五代十国,五代,,杜甫,四川,广元市,剑阁县,8613
31150,野老,31.834942,105.714266,三国两晋南北朝,后晋,,杜甫,四川,广元市,剑阁县,8614
30765,严公厅宴同咏蜀道画图,31.834942,105.714266,隋唐五代十国,五代至宋初,,杜甫,四川,广元市,剑阁县,8615
1366753,请复七圣谥号状,31.834942,105.714266,隋唐五代十国,五代末宋初,,颜真卿,四川,广元市,剑阁县,8616
45598,同河南李少尹毕员外宅夜饮时洛阳告捷遂作春酒歌,31.834942,105.714266,宋辽金西夏元,闽国至宋初,,高适,四川,广元市,剑阁县,8617
8758,句,31.834942,105.714266,宋辽金西夏元,唐末宋初,,庞籍,,广元市,剑阁县,8618
1366635,告华岳文,31.44234,106.122822,宋辽金西夏元,北宋,,,,,,8619
1365619,第三道,31.44234,106.122822,宋辽金西夏元,北宋,故道,,,,,8620
1369138,三坟记,31.834942,105.714266,宋辽金西夏元,北宋,,李季卿,四川,广元市,剑阁县,8621
31426,上后园山脚,31.834942,105.714266,隋唐五代十国,晚唐,,杜甫,四川,广元市,剑阁县,8622
1366577,送郑五赴任新都序,31.834942,105.714266,宋辽金西夏元,金,,王维,四川,广元市,剑阁县,8623
9361,送崔五太守,31.834942,105.714266,宋辽金西夏元,北宋,,王维,四川,广元市,剑阁县,8624
1366897,剑阁赋,31.834942,105.714266,宋辽金西夏元,北宋,,李白,四川,广元市,剑阁县,8625
26315,流夜郎半道承恩放还兼欣剋复之美书怀示息秀才,31.834942,105.714266,宋辽金西夏元,北宋,,李白,四川,广元市,剑阁县,8626
26435,蜀道难,31.834942,105.714266,宋辽金西夏元,北宋,,阴铿,,广元市,剑阁县,8627
1367084,陈潼关败亡形势疏,31.834942,105.714266,宋辽金西夏元,北宋,,高适,四川,广元市,剑阁县,8628
28497,临别送张諲入蜀,31.834942,105.714266,宋辽金西夏元,北宋,,李颀,四川,广元市,剑阁县,8629
24102,再使蜀道,31.834942,105.714266,宋辽金西夏元,北宋,,张说,四川,广元市,剑阁县,8630
23940,侍宴隆庆池应制,31.834942,105.714266,宋辽金西夏元,北宋,,张说,四川,广元市,剑阁县,8631
1377875,唐宣州刺史陶府君德政碑,31.834942,105.714266,宋辽金西夏元,北宋,,释灵廓,四川,广元市,剑阁县,8632
1364552,申州司马王府君墓志,31.834942,105.714266,宋辽金西夏元,北宋,,陈子昂,四川,广元市,剑阁县,8633
1365496,对成都令劝学判,31.834942,105.714266,宋辽金西夏元,北宋,故道,李乂,四川,广元市,剑阁县,8634
1364120,三国论,31.834942,105.714266,宋辽金西夏元,北宋,,王勃,四川,广元市,剑阁县,8635
8792,河阳桥代窦郎中佳人答杨中舍,31.834942,105.714266,宋辽金西夏元,北宋,,王勃,四川,广元市,剑阁县,8636
8802,普安建阴题壁,31.834942,105.714266,宋辽金西夏元,北宋,,王勃,四川,广元市,剑阁县,8637
827075,颂六十二首,31.834942,105.714266,宋辽金西夏元,北宋,,道世,四川,广元市,剑阁县,8638
31876,秋夜宴临津郑明府宅,31.834942,105.714266,宋辽金西夏元,北宋,,杜审言,四川,广元市,剑阁县,8639
27440,道,31.834942,105.714266,宋辽金西夏元,北宋,,李峤,四川,广元市,剑阁县,8640
1363880,益州至真观主黎君碑,31.834942,105.714266,宋辽金西夏元,北宋,,卢照邻,四川,广元市,剑阁县,8641
11598,赠益府群官,31.834942,105.714266,宋辽金西夏元,北宋,,卢照邻,四川,广元市,剑阁县,8642
11525,大剑送别刘右史,31.834942,105.714266,宋辽金西夏元,北宋,,卢照邻,四川,广元市,剑阁县,8643
42172,从军中行路难二首,31.834942,105.714266,宋辽金西夏元,北宋,,骆宾王,四川,广元市,剑阁县,8644
42181,畴昔篇,31.834942,105.714266,宋辽金西夏元,北宋,,骆宾王,四川,广元市,剑阁县,8645
42171,在江南赠宋五之问,31.834942,105.714266,宋辽金西夏元,北宋,,骆宾王,四川,广元市,剑阁县,8646
11554,同临津纪明府孤雁,31.834942,105.714266,宋辽金西夏元,北宋,,卢照邻,四川,广元市,剑阁县,8647
42143,饯郑安阳入蜀,31.834942,105.714266,宋辽金西夏元,北宋,,骆宾王,四川,广元市,剑阁县,8648
1359821,授武士彟等子孙官诏,31.834942,105.714266,宋辽金西夏元,北宋,,高宗皇帝,四川,广元市,剑阁县,8649
1359615,克高丽白岩城诏,31.834942,105.714266,宋辽金西夏元,北宋,,太宗皇帝,四川,广元市,剑阁县,8650
1363505,唐故太子少保上柱国颍川定公碑,31.834942,105.714266,宋辽金西夏元,北宋,,于志宁,四川,广元市,剑阁县,8651
1377781,上招抚巴蜀疏,31.834942,105.714266,宋辽金西夏元,北宋,,释道会,四川,广元市,剑阁县,8652
18092,题剑门,31.834942,105.714266,宋辽金西夏元,北宋,,李衍,四川,广元市,剑阁县,8653
1358615,诏豆卢绩,31.834942,105.714266,宋辽金西夏元,北宋,,杨坚,四川,广元市,剑阁县,8654
1359040,策隋公九锡文,31.834942,105.714266,宋辽金西夏元,北宋,,李德林,四川,广元市,剑阁县,8655
1356527,栗赋,31.834942,105.714266,宋辽金西夏元,北宋,,陆琼,四川,广元市,剑阁县,8656
1358467,周大将军琅邪壮公司马裔墓志铭,31.834942,105.714266,宋辽金西夏元,北宋,,庾信,四川,广元市,剑阁县,8657
1356423,东阳双林寺傅大士碑,31.834942,105.714266,宋辽金西夏元,北宋,,徐陵,四川,广元市,剑阁县,8658
492715,蜀中为于仲文语,31.834942,105.714266,宋辽金西夏元,北宋,,无名氏,四川,广元市,剑阁县,8659
491467,登板桥咏洲中独鹤诗,31.834942,105.714266,宋辽金西夏元,北宋,,萧纲,四川,广元市,剑阁县,8660
491454,玄圃纳凉诗,31.834942,105.714266,宋辽金西夏元,北宋,,萧纲,四川,广元市,剑阁县,8661
491058,陪徐仆射晚宴诗,31.834942,105.714266,宋辽金西夏元,北宋,,刘孝绰,四川,广元市,剑阁县,8662
1355627,宋略总论,31.834942,105.714266,宋辽金西夏元,北宋,,裴子野,四川,广元市,剑阁县,8663
1356840,饯南安王桢诏,31.834942,105.714266,宋辽金西夏元,北宋,,拓跋宏,四川,广元市,剑阁县,8664
1363339,为李密檄洛州文,31.834942,105.714266,宋辽金西夏元,北宋,,祖君彦,四川,广元市,剑阁县,8665
1373806,上尊号玉册文,32.228821,107.445367,宋辽金西夏元,北宋,,李德裕,甘肃,,,8666
1356799,退师诏,31.834942,105.714266,宋辽金西夏元,北宋,,拓跋宏,四川,广元市,剑阁县,8667
1357191,罪汝阴南安二王令,31.834942,105.714266,宋辽金西夏元,北宋,,文成文明冯后,四川,广元市,剑阁县,8668
1357424,求追论勋封表,31.834942,105.714266,宋辽金西夏元,北宋,,源怀,四川,广元市,剑阁县,8669
1353952,蒙山采铜启,31.834942,105.714266,宋辽金西夏元,北宋,,刘悛,四川,广元市,剑阁县,8670
1353544,答杨公则启经略之宜,31.834942,105.714266,明清时期,明,,萧道成,四川,广元市,剑阁县,8671
1352162,诏赐郭启玄家谷,31.834942,105.714266,隋唐五代十国,唐,,刘义隆,四川,广元市,剑阁县,8672
1336758,晋纪总论,31.834942,105.714266,宋辽金西夏元,北宋,,干宝,四川,广元市,剑阁县,8673
1349353,条诸葛亮五事,31.834942,105.714266,宋辽金西夏元,北宋,,郭冲,四川,广元市,剑阁县,8674
1348795,已下各书引见篇名缺,31.834942,105.714266,宋辽金西夏元,北宋,,袁准,四川,广元市,剑阁县,8675
1350299,为流人上表,31.834942,105.714266,宋辽金西夏元,北宋,,李苾,四川,广元市,剑阁县,8676
1349641,叙行赋,31.834942,105.714266,宋辽金西夏元,北宋,,傅玄,陕西,广元市,剑阁县,8677
1336837,剑阁铭,31.834942,105.714266,宋辽金西夏元,北宋,,孙桐生,甘肃,广元市,剑阁县,8678
1336722,为石仲容与孙皓书,31.834942,105.714266,宋辽金西夏元,北宋,,孙楚,四川,广元市,剑阁县,8679
1336595,魏都赋,31.834942,105.714266,宋辽金西夏元,北宋,,左思,四川,广元市,剑阁县,8680
1336593,蜀都赋,31.834942,105.714266,宋辽金西夏元,北宋,,左思,四川,广元市,剑阁县,8681
1345414,上言攻剑阁未，克宜走阴平道,31.834942,105.714266,宋辽金西夏元,北宋,,邓艾,四川,广元市,剑阁县,8682
36875,幸蜀西至剑门,31.834942,105.714266,宋辽金西夏元,北宋,,李隆基,四川,广元市,剑阁县,8683
1352129,又诏,31.834942,105.714266,宋辽金西夏元,北宋,,刘彧,陕西,广元市,剑阁县,8684
1371154,剑门铭,31.834942,105.714266,宋辽金西夏元,宋,,李德裕,四川,广元市,剑阁县,8685
1374068,剑门铭,31.834942,105.714266,宋辽金西夏元,宋,,李德裕,四川,广元市,剑阁县,8686
1353492,下葭芦镇主杨广香诏,31.834942,105.714266,宋辽金西夏元,宋,,萧道成,四川,广元市,剑阁县,8687
1353473,难郭冲条诸葛亮五事,31.834942,105.714266,宋辽金西夏元,北宋,,裴松之,四川,广元市,剑阁县,8688
1348196,请伐吴疏,31.834942,105.714266,宋辽金西夏元,宋,,羊祜,四川,广元市,剑阁县,8689
31482,白沙渡,31.834942,105.714266,宋辽金西夏元,北宋,,杜甫,四川,广元市,剑阁县,8690
1368411,李采访请驾停金牛一日表,31.834942,105.714266,宋辽金西夏元,宋,,常衮,四川,广元市,剑阁县,8691
1359047,天命论,31.834942,105.714266,宋辽金西夏元,宋,,李德林,四川,广元市,剑阁县,8692
1357687,选边戍事议,31.834942,105.714266,宋辽金西夏元,北宋,,袁翻,四川,广元市,剑阁县,8693
21895,岐下闻子规,31.834942,105.714266,宋辽金西夏元,北宋,,吴融,四川,广元市,剑阁县,8694
1376377,僖宗皇帝哀册文,31.834942,105.714266,宋辽金西夏元,北宋,,乐朋龟,四川,广元市,剑阁县,8695
1336605,西征赋,31.834942,105.714266,宋辽金西夏元,北宋,,潘岳,四川,广元市,剑阁县,8696
1365113,攀龙台碑,31.834942,105.714266,宋辽金西夏元,宋,,李峤,四川,广元市,剑阁县,8697
1366901,为宋中丞请都金陵表,31.834942,105.714266,宋辽金西夏元,宋,,李白,四川,广元市,剑阁县,8698
1348196,请伐吴疏,31.834942,105.714266,明清时期,明,,羊祜,四川,广元市,剑阁县,8699
31772,黄草,31.834942,105.714266,宋辽金西夏元,宋,,杜甫,四川,广元市,剑阁县,8700
75744,夜行船,31.920373,105.019587,宋辽金西夏元,北宋,,王嵎,四川,绵阳市,梓潼县,8701
28407,郊庙歌辞 享惠昭太子庙乐章 迎俎酌献,31.920373,105.019587,宋辽金西夏元,北宋,,李逢吉,四川,绵阳市,梓潼县,8702
18887,闰春宴花溪严侍御庄,31.920373,105.019587,宋辽金西夏元,北宋,,戎昱,四川,绵阳市,梓潼县,8703
102156,寿范漕,31.920373,105.019587,宋辽金西夏元,宋,,吴泳,四川,绵阳市,游仙区,8704
102156,寿范漕,31.920373,105.019587,宋辽金西夏元,宋,,吴泳,四川,绵阳市,游仙区,8705
1373474,对贤良方正直言极谏策,32.228821,107.445367,宋辽金西夏元,北宋,,沈亚之,,绵阳市,江油市,8706
1374518,上冢官书,32.228821,107.445367,宋辽金西夏元,北宋,,,,,,8707
1462679,大谷,32.228821,107.445367,宋辽金西夏元,宋,,,,,,8708
3554,永州舜庙诗,31.920373,105.019587,宋辽金西夏元,宋,,,,,,8709
3169,采菱歌七首,31.920373,105.019587,宋辽金西夏元,北宋,,鲍照,四川,绵阳市,梓潼县,8710
4883,山上树,31.920373,105.019587,宋辽金西夏元,宋,,于武陵,四川,绵阳市,梓潼县,8711
4883,山上树,31.920373,105.019587,明清时期,明,,于武陵,四川,绵阳市,梓潼县,8712
5149,中秋夜坐有怀,31.920373,105.019587,宋辽金西夏元,北宋,,马戴,四川,绵阳市,梓潼县,8713
5239,雒中寒夜姚侍御宅怀贾岛,31.920373,105.019587,宋辽金西夏元,宋,,马戴,四川,绵阳市,梓潼县,8714
1290832,魏城徐邑侯捐置学田记,31.920373,105.019587,宋辽金西夏元,宋,,范于进,四川,绵阳市,游仙区,8715
1284235,端明殿学士通议大夫签书枢密院事崇仁县开国伯食邑七百户食实封一百户累赠太保罗公行状,31.920373,105.019587,宋辽金西夏元,宋,,袁燮,四川,绵阳市,梓潼县,8716
1282715,人物志序,31.920373,105.019587,宋辽金西夏元,北宋,,刘甲,四川,绵阳市,梓潼县,8717
1279157,回汉州续守启,31.920373,105.019587,宋辽金西夏元,南宋,,舒邦佐,四川,绵阳市,梓潼县,8718
1255264,答洪丞相问隶碑书,31.920373,105.019587,宋辽金西夏元,宋,,员兴宗,甘肃,陇南市,,8719
1285344,重熙桥记,31.920373,105.019587,宋辽金西夏元,南宋,,陈季习,四川,绵阳市,游仙区,8720
1253880,御劄再问蜀中旱歉,31.920373,105.019587,宋辽金西夏元,北宋,,汪应辰,四川,绵阳市,梓潼县,8721
1185852,请留安焘奏,31.920373,105.019587,宋辽金西夏元,宋,,王觌,四川,绵阳市,平武县,8722
1204303,刘忠肃集序,31.920373,105.019587,宋辽金西夏元,宋,,刘安世,四川,绵阳市,梓潼县,8723
28736,梓潼望长卿山至巴西复怀谯秀,31.920373,105.019587,宋辽金西夏元,宋,,李商隐,四川,绵阳市,涪城区,8724
28736,梓潼望长卿山至巴西复怀谯秀,31.920373,105.019587,宋辽金西夏元,宋,,李商隐,四川,绵阳市,涪城区,8725
28736,梓潼望长卿山至巴西复怀谯秀,31.920373,105.019587,宋辽金西夏元,宋,,李商隐,四川,绵阳市,涪城区,8726
1372473,弹奏剑南东川节度使状,31.920373,105.019587,宋辽金西夏元,宋,,元稹,四川,绵阳市,涪城区,8727
1372473,弹奏剑南东川节度使状,31.920373,105.019587,宋辽金西夏元,宋,,元稹,四川,绵阳市,涪城区,8728
1375671,陕虢观察使卢公墓志铭,31.920373,105.019587,宋辽金西夏元,北宋,,穆员,四川,绵阳市,涪城区,8729
1375671,陕虢观察使卢公墓志铭,31.920373,105.019587,宋辽金西夏元,宋,,穆员,四川,绵阳市,涪城区,8730
31411,八哀诗,31.920373,105.019587,宋辽金西夏元,宋,,杜甫,陕西,绵阳市,涪城区,8731
31403,入奏行赠西山检察使窦侍御,31.920373,105.019587,宋辽金西夏元,宋,,杜甫,四川,绵阳市,涪城区,8732
31510,戏作花卿歌,31.920373,105.019587,宋辽金西夏元,宋,,杜甫,四川,绵阳市,涪城区,8733
30838,奉寄章十侍御,31.920373,105.019587,宋辽金西夏元,南宋,,杜甫,四川,绵阳市,梓潼县,8734
1367085,请罢东川节度使疏,31.920373,105.019587,宋辽金西夏元,南宋,,高适,四川,绵阳市,梓潼县,8735
1365485,中大夫上柱国鄂州刺史卢府君神道碑,31.920373,105.019587,宋辽金西夏元,南宋,,李邕,四川,绵阳市,涪城区,8736
1365553,洛州荥阳县头陀逸僧识法师上颂圣主中兴得贤令卢公清德文,31.920373,105.019587,宋辽金西夏元,南宋,,刘穆之,四川,绵阳市,涪城区,8737
1357628,请增兵粮图蜀表,31.920373,105.019587,宋辽金西夏元,南宋,,邢峦,四川,绵阳市,梓潼县,8738
1352153,北伐诏,31.920373,105.019587,宋辽金西夏元,宋,,萧衍,甘肃,绵阳市,梓潼县,8739
1352124,嘉刘道锡诏,31.920373,105.019587,宋辽金西夏元,南宋,,刘义隆,四川,绵阳市,梓潼县,8740
1352124,嘉刘道锡诏,31.920373,105.019587,宋辽金西夏元,南宋,,刘义隆,四川,绵阳市,梓潼县,8741
1346754,毛璩、文处茂进爵诏,31.920373,105.019587,明清时期,明,,晋安帝,四川,绵阳市,梓潼县,8742
16489,嵩岳闻笙,31.920373,105.019587,宋辽金西夏元,南宋,,刘希夷,四川,绵阳市,梓潼县,8743
104912,次梓潼,31.920373,105.019587,宋辽金西夏元,南宋,,宋祁,四川,绵阳市,梓潼县,8744
106804,送龙图燕待制出守梓潼,31.920373,105.019587,宋辽金西夏元,南宋,,宋庠,四川,绵阳市,梓潼县,8745
28880,迎寄韩鲁州,31.920373,105.019587,宋辽金西夏元,南宋,,李商隐,四川,绵阳市,梓潼县,8746
1374928,唐故灞陵骆处士墓志铭,31.920373,105.019587,宋辽金西夏元,南宋,,杜牧,四川,绵阳市,梓潼县,8747
1350811,奏请巴西等三郡不戍汉中,31.920373,105.019587,宋辽金西夏元,南宋,,殷仲堪,四川,绵阳市,梓潼县,8748
6139,樊上漫作,31.920373,105.019587,宋辽金西夏元,南宋,,元结,四川,绵阳市,梓潼县,8749
488793,巴蜀为谯登文石张罗语,31.920373,105.019587,宋辽金西夏元,宋,,无名氏,四川,绵阳市,涪城区,8750
488793,巴蜀为谯登文石张罗语,31.920373,105.019587,宋辽金西夏元,宋,,无名氏,四川,绵阳市,涪城区,8751
1345704,与刘璋笺,31.920373,105.019587,宋辽金西夏元,宋,,法正,四川,绵阳市,梓潼县,8752
1345704,与刘璋笺,31.920373,105.019587,宋辽金西夏元,宋,,法正,四川,绵阳市,梓潼县,8753
